date,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,San Antonio,Dallas,Houston,Kansas City,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta
201301090600,38.48,45.338,46.13,45.464,49.586,46.166,44.996,45.14,27.05,49.154,45.968,52.088,39.128,33.206,29.66,28.508,25.376,39.938
201301090700,39.38,44.924,45.554,45.266,48.758,45.536,44.168,46.418,28.76,48.47,45.842,52.664,38.084,31.694,28.886,28.004,24.962,39.182
201301090800,38.372,44.492,45.068,44.744,47.984,44.366,44.438,45.752,28.94,48.596,46.22,52.772,37.328,31.118,28.742,28.166,25.826,38.156
201301090900,38.192,44.546,44.762,44.6,46.76,44.006,45.158,45.212,27.464,48.542,46.436,51.62,36.32,29.768,28.238,27.842,26.096,39.056
201301091000,38.012,44.6,44.456,44.438,45.518,43.646,45.878,44.672,25.97,48.488,46.652,50.45,35.312,28.418,27.734,27.5,26.366,39.956
201301091100,38.336,44.798,42.89,44.42,45.014,42.494,41.972,39.596,24.08,47.894,46.886,50.306,36.302,27.23,28.454,29.39,23.684,40.424
201301091200,38.336,44.6,42.908,44.366,44.78,42.44,41.522,38.246,24.494,48.02,47.03,50.774,36.194,28.094,28.076,28.886,23.162,41.288
201301091300,38.318,44.384,42.908,44.294,44.546,42.368,41.054,36.878,24.908,48.128,47.156,51.224,36.086,28.958,27.68,28.382,22.622,42.134
201301091400,38.246,45.032,43.124,42.818,44.42,40.964,40.658,35.528,23.36,48.596,47.228,54.068,36.59,31.064,28.922,30.452,26.042,44.006
201301091500,37.922,45.878,43.646,42.044,45.284,43.178,41.648,38.336,27.5,48.83,47.552,55.616,39.074,35.366,32.162,39.668,30.488,45.77
201301091600,38.552,47.012,44.132,41.198,48.236,47.012,44.69,43.718,30.146,50.216,47.534,56.246,42.44,40.766,35.006,47.444,34.898,47.444
201301091700,38.678,48.092,46.706,41.108,54.122,52.988,49.658,49.334,35.87,51.152,47.39,57.794,46.166,44.708,37.976,52.934,36.824,48.956
201301091800,38.498,49.784,49.784,40.946,61.034,60.584,53.924,55.058,39.38,52.538,47.084,59.036,49.604,48.452,40.154,55.364,37.94,50.162
201301091900,38.66,50.81,51.17,41.828,63.932,63.608,57.632,59.018,41.09,53.222,46.868,60.044,51.998,50.684,41.396,57.398,39.74,51.116
201301092000,38.66,51.458,53.114,43.232,67.622,64.994,59.612,62.006,43.934,53.456,47.156,60.674,53.528,52.214,41.936,58.748,42.26,51.674
201301092100,37.886,52.106,54.572,45.23,68.576,66.362,62.132,63.356,44.906,53.78,47.48,61.52,53.528,52.97,41.918,59.45,43.808,52.322
201301092200,36.986,52.412,55.904,47.282,67.64,66.794,63.302,64.436,44.708,54.374,47.138,62.204,53.366,50.27,40.658,56.516,42.404,51.854
201301092300,36.914,52.844,55.76,49.208,65.462,65.462,63.446,64.652,42.998,55.058,46.868,62.69,51.224,47.264,38.894,51.926,38.048,51.008
201301100000,36.752,52.844,53.978,50.252,63.032,61.664,61.538,61.934,39.2,55.184,46.598,62.798,49.316,46.004,38.048,49.46,37.202,49.982
201301100100,37.868,52.934,51.728,50.558,60.476,57.74,57.326,58.604,35.438,55.886,46.454,62.69,47.804,46.706,37.454,47.264,35.798,50.162
201301100200,38.354,50,49.19,49.46,56.372,54.644,55.346,52.34,34.43,55.994,46.778,62.294,44.006,46.454,37.67,46.004,29.822,49.442
201301100300,37.22,46.022,48.362,46.022,51.962,50.36,56.12,48.002,29.552,53.582,49.478,68.288,41.918,43.88,36.644,47.3,36.806,50.756
201301100400,35.024,34.466,47.066,36.95,43.646,42.386,46.418,39.74,18.986,48.614,56.552,64.256,36.32,37.256,35.51,51.836,22.64,55.04
201301100500,34.43,34.268,46.472,36.338,41.162,39.956,36.698,37.364,16.952,47.48,57.056,64.112,35.978,36.716,34.538,51.494,21.434,54.878
201301100600,37.202,45.194,47.174,43.916,48.866,47.03,40.604,43.646,16.34,47.624,58.424,63.05,37.472,43.394,39.65,51.386,23.288,54.23
201301100700,35.474,43.124,46.166,40.586,44.708,43.034,26.366,39.848,13.856,46.058,58.622,63.23,36.518,41.666,37.67,51.008,21.092,54.23
201301100800,37.13,52.196,46.436,45.428,50.72,48.524,25.736,44.672,12.776,45.77,59.702,62.492,37.4,47.138,41.756,50.846,21.92,53.744
201301100900,38.768,51.314,46.706,50.288,48.902,47.858,45.446,43.448,28.148,54.806,49.658,61.736,35.456,48.596,39.2,49.532,39.776,50.576
201301101000,44.06,45.392,45.518,49.172,37.22,36.176,44.528,32.396,27.374,54.806,50.144,62.924,38.498,45.446,31.892,50.666,42.224,50.9
201301101100,38.588,39.452,44.924,40.28,38.768,38.246,36.518,31.73,18.464,48.236,53.69,61.43,38.714,42.296,31.874,51.8,33.944,51.584
201301101200,39.92,41.612,45.068,40.154,38.714,40.622,41.378,31.478,19.382,52.358,52.592,60.836,39.326,45.878,34.268,54.086,40.604,53.834
201301101300,33.314,32.99,44.366,29.804,40.802,42.602,31.226,30.668,8.834,44.024,56.912,59.198,39.416,40.496,33.458,54.824,29.822,54.248
201301101400,33.512,32.45,44.384,28.22,41.288,44.888,33.944,30.272,8.096,46.346,56.588,58.442,39.884,41.828,35.042,56.732,33.998,56.246
201301101500,33.008,38.174,45.122,34.52,42.998,44.114,37.454,41.108,27.644,50.45,55.67,61.124,41.45,46.886,36.86,52.394,34.862,57.848
201301101600,33.44,35.528,44.906,30.308,43.07,47.408,39.92,36.986,23.558,52.196,55.526,59.216,41.576,46.976,38.372,56.372,40.118,59.972
201301101700,33.17,39.164,45.41,33.98,44.366,47.642,43.16,44.078,39.722,55.724,54.806,60.746,42.764,50.792,40.118,54.122,42.098,61.718
201301101800,39.812,42.8,48.794,37.652,57.182,60.656,50.27,61.628,42.35,59.234,54.086,64.436,48.614,54.608,48.596,51.854,44.06,61.574
201301101900,33.872,40.478,50.252,37.706,62.312,65.156,46.994,53.6,39.02,59.9,56.174,62.51,46.13,55.22,42.08,55.976,43.484,62.69
201301102000,34.826,38.156,49.442,37.76,55.382,57.83,47.588,56.048,44.636,60.566,58.244,62.744,48.308,55.832,42.314,60.116,42.908,62.744
201301102100,35.6,43.106,51.674,39.938,62.366,63.086,54.266,65.624,47.39,61.25,55.742,63.536,50.972,51.26,42.962,52.898,40.424,62.546
201301102200,36.608,43.196,50.846,39.632,62.402,62.042,53.834,70.43,52.052,61.898,56.3,63.68,53.294,50.144,43.322,58.928,39.2,62.6
201301102300,37.4,42.08,53.078,41.45,53.798,60.728,59.504,68.918,50.774,62.582,55.922,64.382,49.694,46.724,40.568,53.6,41.63,62.384
201301110000,35.6,40.946,51.26,41.45,61.52,57.866,54.14,64.436,42.548,59.684,56.786,64.4,50.18,44.33,38.768,53.6,39.2,61.772
201301110100,38.624,39.632,50.054,40.694,58.01,54.986,52.034,59,39.974,57.596,55.922,63.86,50.666,43.484,36.554,53.6,36.878,60.944
201301110200,38.624,38.318,48.164,38.516,55.994,55.256,51.242,56.642,37.4,55.382,55.724,63.104,44.6,43.124,34.79,53.6,35.816,60.872
201301110300,38.624,37.202,49.532,38.894,54.986,54.464,50.45,54.302,35.942,53.366,55.508,63.392,44.6,41.576,33.098,53.15,33.494,59.648
201301110400,32.918,36.086,47.012,37.544,45.446,48.452,49.226,51.944,30.704,47.624,55.958,56.696,46.328,40.028,31.406,57.668,30.2,59.666
201301110500,36.788,35.24,47.732,36.176,53.15,52.898,48.002,49.478,33.026,49.334,56.408,62.6,44.6,40.064,29.282,52.268,30.614,57.794
201301110600,35.78,35.222,47.21,36.176,55.148,53.06,47.444,48.272,30.722,48.164,56.174,61.682,44.6,40.01,28.076,52.268,28.616,57.524
201301110700,35.168,35.204,45.878,36.572,45.194,53.204,38.678,49.856,28.364,48.164,55.922,61.7,44.6,40.64,26.33,52.268,40.37,56.948
201301110800,36.788,35.204,47.912,36.932,54.626,53.51,46.292,47.084,27.626,48.182,55.922,61.718,44.6,42.422,26.456,52.268,28.616,57.596
201301110900,33.8,35.204,47.192,36.446,54.626,53.942,45.986,44.672,28.148,47.588,56.408,61.16,44.6,42.764,26.456,52.268,28.616,57.848
201301111000,35.6,35.6,46.472,36.446,54.518,45.716,48.29,45.896,25.826,47.03,56.93,60.512,42.8,44.582,24.53,53.6,28.616,57.524
201301111100,35.024,35.816,47.84,35.69,54.392,54.194,50.252,47.336,21.974,46.112,56.642,59.954,42.8,43.736,26.744,53.6,29.876,58.1
201301111200,35.312,36.032,46.184,35.69,53.348,54.068,50.54,43.664,24.026,44.582,56.336,59.936,42.8,43.412,26.078,53.6,32.018,58.37
201301111300,33.8,36.284,45.68,35.132,40.046,53.942,50.99,43.088,22.748,44.204,55.058,57.542,39.2,43.07,28.562,54.068,32.756,58.928
201301111400,35.294,36.518,46.166,35.528,53.348,52.988,50.432,43.142,22.748,48.182,55.256,55.148,39.2,43.7,34.232,55.868,34.538,59.882
201301111500,33.512,36.284,46.4,35.528,50.918,52.916,50.414,45.806,24.8,50.702,55.436,57.83,40.1,43.556,38.66,57.668,35.816,60.764
201301111600,33.8,36.032,45.176,35.132,52.16,54.248,51.278,48.812,29.426,53.204,57.2,60.206,41,43.412,39.614,59.468,37.4,61.628
201301111700,32,32.288,48.992,34.988,53.51,54.248,51.386,46.76,30.83,57.488,59.846,62.294,48.038,50.738,41.684,62.96,38.66,62.582
201301111800,33.8,36.95,50.054,35.438,54.842,54.986,52.538,56.048,38.174,60.62,56.876,64.382,42.206,44.366,43.754,61.862,39.2,63.356
201301111900,35.6,37.4,51.08,35.888,55.706,55.004,53.69,56.876,39.452,63.734,56.714,66.452,42.8,44.852,44.744,63.068,39.47,64.112
201301112000,37.346,37.832,51.476,36.824,56.588,55.184,54.23,58.208,43.052,64.328,55.436,68,44.6,47.498,43.754,64.4,39.74,65.372
201301112100,37.508,38.516,51.872,37.202,56.498,55.364,50.954,57.038,42.152,64.904,54.788,68.774,44.6,48.146,42.458,63.734,39.2,66.02
201301112200,37.094,39.2,52.772,37.202,56.408,55.526,48.524,55.85,41.252,62.546,54.122,67.838,46.4,54.518,41.144,63.068,39.2,66.002
201301112300,36.68,39.2,53.672,37.202,54.302,53.978,42.926,56.282,39.974,60.188,54.122,66.884,46.4,49.424,38.804,62.6,39.2,65.984
201301120000,32,39.2,51.242,37.31,52.556,52.448,46.166,53.924,39.452,57.74,52.322,61.952,46.4,49.622,38.354,63.068,39.2,63.41
201301120100,30.2,37.4,48.452,37.202,50.72,51.926,44.69,51.782,37.148,55.274,51.35,56.93,46.4,49.802,43.25,64.4,39.938,62.348
201301120200,30.2,36.968,47.138,37.31,48.038,51.692,44.06,52.52,37.4,48.92,56.03,61.178,44.852,51.404,38.354,64.4,41.738,62.6
201301120300,31.712,36.77,46.148,36.806,47.552,52.178,43.43,52.232,36.626,46.832,51.044,55.976,48.2,52.538,38.75,64.4,42.8,61.988
201301120400,30.2,36.572,45.626,35.384,47.93,51.944,42.062,51.818,35.852,43.934,50.144,55.076,50,54.176,39.614,64.4,43.862,61.826
201301120500,29.912,35.168,45.086,34.52,47.696,51.692,41.054,50.018,22.028,43.934,51.044,53.312,51.8,56.93,42.35,64.868,44.6,61.754
201301120600,29.894,34.286,44.978,33.8,47.156,50.828,40.028,48.2,38.174,43.934,50.522,52.232,51.8,54.716,43.556,66.2,45.14,61.664
201301120700,29.588,33.44,44.096,31.838,45.914,49.73,39.29,45.86,39.452,43.898,50.558,53.024,51.8,54.104,44.456,65.534,46.94,61.664
201301120800,27.536,33.44,45.374,31.784,46.112,49.046,37.49,45.23,39.974,44.978,49.73,52.106,51.8,53.294,45.356,64.868,48.002,61.988
201301120900,27.824,33.35,44.42,31.622,45.914,47.282,35.42,43.43,37.922,44.528,50.144,50.918,51.8,52.952,46.13,63.968,49.802,61.988
201301121000,27.536,32.576,44.348,31.244,45.554,48.182,34.844,41.99,35.852,44.06,49.136,49.982,51.8,52.178,50.972,63.068,51.278,62.816
201301121100,27.788,32.522,43.232,31.118,44.726,44.924,36.302,41.81,38.174,42.908,49.136,49.226,51.8,51.404,48.848,62.6,50.54,63.14
201301121200,27.086,32.666,43.214,30.578,44.15,41.648,36.302,38.462,36.878,43.538,50.9,49.1,51.8,51.404,53.168,61.934,51.8,63.176
201301121300,25.988,31.604,44.618,29.642,44.168,40.55,32.81,36.77,32.252,43.808,49.028,48.47,51.8,51.404,52.556,61.268,51.278,63.14
201301121400,25.7,31.082,43.394,30.2,42.872,40.478,32.072,35.906,30.452,51.494,54.23,48.758,51.8,50.18,51.368,62.6,53.6,63.77
201301121500,25.736,30.434,42.17,30.2,42.386,44.762,33.224,39.2,29.174,53.762,58.658,54.86,51.8,54.212,50.378,63.068,55.4,64.4
201301121600,25.736,30.776,44.15,28.778,46.202,47.876,35.582,42.818,30.2,56.03,63.608,61.574,55.094,55.67,49.028,64.868,55.202,65.426
201301121700,27.266,30.02,45.482,29.804,51.116,51.44,39.29,44.258,32.774,59.954,66.2,66.074,55.4,58.082,48.578,66.668,55.418,65.894
201301121800,24.8,33.35,46.814,31.604,52.376,53.168,41.09,46.418,32.774,62.222,68.864,70.196,60.35,61.376,49.028,68.468,55.4,66.938
201301121900,28.4,35.69,47.93,33.944,52.394,53.438,43.214,48.578,32.774,66.218,69.008,70.178,60.494,62.6,47.246,70.268,55.94,68.036
201301122000,32.234,37.4,50.576,34.106,53.312,53.438,43.628,51.08,34.052,67.64,69.908,70.286,60.494,63.248,51.368,70.268,56.498,65.678
201301122100,33.08,39.2,53.204,35.096,54.212,53.438,44.132,52.16,32.774,67.604,70.25,70.394,60.494,61.556,51.566,70.268,55.94,64.67
201301122200,33.908,39.2,53.06,36.518,53.96,52.124,43.718,51.62,32.252,67.604,69.908,67.064,60.494,59.162,51.764,66.668,55.4,64.958
201301122300,28.4,38.372,52.844,35.762,52.484,52.196,43.718,51.08,30.452,66.74,68.144,66.128,60.494,57.992,51.764,63.068,52.322,65.048
201301130000,32.234,36.122,50.792,35.384,51.386,49.388,42.566,47.48,26.348,64.328,66.938,64.346,60.494,55.976,52.214,61.754,51.8,64.454
201301130100,31.136,32.234,48.578,33.206,50.018,47.138,40.028,44.996,23,60.962,65.138,63.176,60.494,55.634,52.214,63.068,51.8,63.896
201301130200,29.336,29.804,45.122,32.288,49.118,47.012,38.732,42.494,26.6,62.06,65.336,62.258,60.494,55.292,52.214,65.012,51.062,64.148
201301130300,29.336,28.976,47.048,28.904,47.876,45.644,37.49,39.218,24.17,64.31,64.868,62.582,60.494,55.634,52.214,64.4,51.8,63.86
201301130400,28.994,29.372,45.248,29.498,47.714,44.834,37.616,37.994,21.722,66.488,64.4,62.582,60.494,55.67,51.8,66.2,51.278,63.608
201301130500,29.534,28.544,42.278,28.688,47.21,44.708,36.464,36.23,20.678,67.334,64.922,62.888,58.694,43.898,51.8,66.2,51.8,62.762
201301130600,28.4,27.572,43.916,28.202,46.688,44.564,33.692,34.394,21.2,67.082,65.786,64.976,53.6,55.634,51.8,65.732,50.36,61.592
201301130700,21.2,28.04,42.512,25.934,45.914,43.988,33.188,32.99,18.122,67.082,51.476,67.748,42.944,55.724,51.8,66.2,48.038,61.844
201301130800,19.4,27.518,40.118,27.266,44.402,43.394,32.576,31.388,16.322,67.082,65.3,68.936,40.64,55.22,53.024,66.2,46.976,61.844
201301130900,19.4,26.672,41.828,26.762,44.402,41.72,31.712,31.37,15.026,67.082,65.3,70.952,38.318,54.698,52.25,66.2,45.896,62.168
201301131000,19.4,25.808,40.406,26.402,44.15,39.812,31.334,31.046,13.226,67.406,65.408,71.6,38.318,52.682,51.8,66.2,48.038,61.268
201301131100,19.4,26.69,38.588,25.484,43.142,39.47,30.308,28.4,11.426,67.406,64.922,71.6,38.318,52.808,52.214,66.2,50.792,61.286
201301131200,19.4,26.546,38.21,25.484,41.864,39.11,31.712,26.6,11.948,66.506,64.922,71.87,38.318,49.478,52.214,66.2,51.062,61.97
201301131300,17.6,27.374,37.526,24.98,41.63,38.678,30.614,29.318,11.426,66.776,63.608,72.104,30.29,48.164,52.214,64.634,50.54,61.736
201301131400,32.09,28.436,37.49,25.106,41,29.804,29.246,30.668,14.252,67.658,64.022,72.374,30.29,51.836,51.08,64.868,51.062,62.312
201301131500,23.954,28.886,37.454,25.754,40.352,41.612,29.894,32.018,17.078,68.108,65.192,72.896,30.29,55.49,49.946,65.3,55.04,64.256
201301131600,15.8,29.318,42.494,26.402,46.67,45.824,30.524,37.112,19.4,68.54,66.344,73.4,30.29,56.264,47.318,65.732,59,66.182
201301131700,15.8,29.318,43.214,27.518,43.106,49.208,34.124,40.856,22.496,69.458,52.016,73.652,30.29,42.062,45.446,66.2,59.216,68.468
201301131800,18.32,30.92,46.778,29.786,51.8,52.592,35.708,44.6,25.574,70.07,58.172,74.048,31.586,54.788,43.574,67.532,60.638,70.322
201301131900,20.84,32.522,47.534,32.036,54.374,53.87,37.292,45.806,27.374,70.682,54.086,74.444,32.864,50.846,41.81,68,62.06,72.158
201301132000,26.6,32.432,47.894,34.34,50.99,54.302,38.264,47.534,28.022,71.582,52.7,74.948,32.864,39.11,34.016,68.234,62.6,73.148
201301132100,28.4,32.828,48.236,35.33,55.04,54.716,39.758,49.244,28.652,71.87,52.124,74.3,32.864,47.012,39.416,68.468,61.7,72.536
201301132200,30.2,32.972,48.524,36.302,54.932,54.554,41.234,50.36,26.852,72.14,51.53,73.652,32.864,45.104,38.21,68,60.8,71.906
201301132300,31.28,32.504,48.254,36.428,53.186,51.512,41,47.102,25.952,70.682,45.086,73.4,32.864,43.07,31.028,54.698,58.982,69.602
201301140000,28.04,30.83,47.048,34.826,51.44,50.918,39.578,46.778,25.052,69.458,41.504,73.166,32.864,40.964,36.464,68.468,57.2,66.542
201301140100,24.8,29.768,45.986,33.206,50.198,47.93,38.138,43.43,22.748,68.216,37.922,72.914,32.864,38.858,35.582,68.468,55.4,63.464
201301140200,27.266,28.922,45.41,31.784,47.876,45.104,34.574,40.568,24.8,67.406,34.52,72.392,32.864,36.986,27.824,68,56.138,61.106
201301140300,21.2,27.608,45.572,30.74,46.67,44.042,32.774,37.868,21.2,61.25,36.986,71.996,32.864,34.358,32.522,68,55.4,61.178
201301140400,21.2,27.158,43.286,28.94,45.23,42.116,29.768,36.23,14.828,57.164,36.986,72.518,32.864,33.476,30.956,68,55.4,63.212
201301140500,19.4,26.69,41.504,28.454,43.664,40.55,29.858,35.564,15.8,55.04,37.508,72.32,32.864,33.17,23.936,68.468,55.4,62.564
201301140600,34.916,27.698,41.09,28.202,42.386,40.046,29.912,32.018,15.278,52.916,36.608,72.104,32.864,32.216,30.2,68,52.214,62.33
201301140700,23.072,28.796,40.028,26.222,41.396,39.578,29.966,32.99,14,50.54,35.708,67.514,20.282,31.946,23.036,66.668,44.024,61.232
201301140800,17.6,29.318,38.768,26.024,41.378,31.118,28.868,29.66,11.678,48.74,35.708,58.91,20.282,31.046,29.156,47.264,44.024,62.312
201301140900,17.6,28.886,37.49,25.682,41.378,39.218,27.752,29.588,7.826,47.588,35.186,50.594,20.282,30.146,29.156,66.2,42.224,62.564
201301141000,15.8,28.922,37.58,25.718,41.612,38.786,27.752,27.842,7.826,46.04,34.322,47.12,20.282,29.246,30.182,66.2,39.2,62.24
201301141100,15.8,28.922,38.714,25.718,40.352,38.768,27.752,28.4,7.322,44.834,33.908,45.698,20.282,28.508,22.352,66.2,39.2,62.564
201301141200,15.8,28.922,39.83,25.718,39.578,38.75,25.988,26.222,7.322,44.834,33.386,43.304,20.282,27.77,29.786,61.754,39.2,62.33
201301141300,17.6,27.572,39.452,24.026,27.104,39.848,25.844,26.312,7.322,43.34,33.386,42.17,17.87,27.194,27.986,61.52,38.138,62.852
201301141400,23,27.572,38.696,25.052,37.184,40.226,25.214,27.014,7.322,42.116,33.53,41.954,17.87,26.618,22.514,61.268,38.138,63.374
201301141500,20.012,27.518,36.428,24.674,36.644,44.384,23.774,31.622,12.974,43.34,34.322,42.386,17.87,26.276,26.582,61.268,37.4,64.13
201301141600,19.4,27.752,40.424,24.17,44.87,48.524,26.312,35.618,16.574,44.582,35.33,42.602,17.87,26.132,26.582,61.268,37.4,64.634
201301141700,30.236,27.968,42.278,26.474,49.244,53.042,30.524,38.606,20.948,48.128,36.986,43.268,17.87,25.97,26.312,62.6,36.878,66.182
201301141800,20.48,29.768,44.348,28.274,53.006,54.338,32.738,42.098,23.252,50.81,39.2,45.068,17.87,25.214,26.042,63.554,35.6,69.026
201301141900,22.28,28.976,45.842,30.578,54.428,55.22,34.502,44.024,25.574,53.834,41.9,46.202,25.61,25.124,25.628,65.822,34.538,70.628
201301142000,24.8,31.172,44.402,33.8,54.662,55.004,34.628,45.338,23.666,55.382,41.774,47.966,25.61,25.016,25.628,64.508,31.478,70.628
201301142100,31.64,31.226,47.336,35.456,54.878,54.77,36.068,46.634,24.764,55.076,41.648,49.298,25.646,24.854,24.152,59.702,33.134,71.15
201301142200,31.73,31.568,47.606,35.42,54.752,53.834,35.672,47.282,24.35,54.554,40.964,49.856,25.97,25.034,22.748,47.462,32.954,70.196
201301142300,31.55,31.424,48.002,35.06,53.834,53.15,36.734,46.994,23.702,53.258,39.182,49.208,24.818,23.972,21.092,40.838,32.738,69.242
201301150000,31.172,30.2,47.57,33.53,52.178,51.53,35.906,44.942,22.46,48.434,36.662,47.876,22.388,22.892,20.156,37.742,29.732,68.756
201301150100,31.01,28.904,46.742,31.496,50.432,49.73,34.664,41.864,20.444,46.04,35.546,47.246,21.74,22.388,19.634,35.96,28.49,68.216
201301150200,30.272,27.626,42.746,30.362,48.65,47.048,34.052,39.614,17.33,44.906,34.502,46.562,19.994,21.776,17.87,35.726,27.158,67.928
201301150300,32.792,27.014,41.198,29.786,46.976,44.816,31.676,36.68,11.336,42.944,33.224,45.446,18.608,20.858,16.682,36.77,24.368,67.154
201301150400,32.72,26.78,39.614,29.642,45.932,43.376,30.65,34.844,12.38,41.792,31.982,45.716,18.284,20.084,16.25,36.77,24.17,65.498
201301150500,31.352,26.762,41.576,29.66,43.646,42.08,29.822,32.63,15.98,40.208,30.632,45.608,17.366,19.382,15.224,36.194,22.298,64.166
201301150600,33.89,26.258,41.288,29.048,41.9,41.432,29.336,32.882,14.144,39.812,29.894,44.798,16.988,19.13,14.288,34.97,21.884,63.644
201301150700,33.89,26.996,40.46,28.976,41.864,40.676,28.4,32.828,12.074,38.66,29.336,44.582,16.34,18.968,13.604,33.422,21.164,63.428
201301150800,31.478,27.536,40.532,28.922,42.476,40.676,27.302,30.272,10.202,37.202,28.526,44.384,15.566,18.788,13.388,33.044,20.408,63.518
201301150900,31.892,27.536,40.064,28.886,41.558,40.244,26.132,29.192,8.132,36.968,28.436,44.168,13.658,18.284,17.168,31.55,19.67,63.896
201301151000,31.892,28.076,39.308,29.102,41.108,40.694,25.736,28.472,10.256,36.68,28.67,44.168,12.686,17.942,12.506,29.984,19.112,63.122
201301151100,31.892,28.382,37.742,28.868,40.154,39.722,25.268,27.212,9.752,36.05,28.598,43.466,12.92,17.834,12.578,28.652,18.356,63.302
201301151200,31.892,28.274,35.78,29.246,39.2,39.452,24.098,27.284,9.68,36.05,28.778,42.224,12.542,17.33,12.578,28.472,17.798,61.394
201301151300,31.82,28.382,36.032,29.552,39.002,38.858,24.314,26.348,10.112,35.636,29.03,40.892,12.308,17.078,12.362,28.652,17.096,58.658
201301151400,30.326,28.49,35.96,29.84,38.948,37.868,23.558,25.808,13.1,35.132,29.39,39.668,12.776,18.734,13.316,28.436,18.014,56.336
201301151500,30.29,28.508,36.554,30.002,39.362,40.37,24.656,29.048,15.35,36.716,31.856,39.596,16.232,20.48,15.998,29.336,19.67,53.672
201301151600,30.236,28.508,37.148,30.164,39.776,42.854,25.736,32.27,17.6,38.282,34.322,39.524,19.688,22.226,18.68,30.218,21.308,51.008
201301151700,31.37,28.814,41.162,30.992,44.222,47.246,27.986,36.158,19.544,41.972,37.22,40.226,23.702,23.09,21.056,32.072,22.262,51.422
201301151800,31.514,29.516,43.52,32.27,47.336,49.604,29.93,37.868,20.138,45.266,39.362,41.486,25.79,24.008,22.604,32.486,23.09,51.854
201301151900,31.64,30.218,45.86,33.53,50.45,51.944,31.856,39.56,20.714,48.56,41.486,42.728,27.878,24.908,24.134,32.9,23.918,52.268
201301152000,32.036,30.956,46.526,34.628,52.358,53.042,33.98,40.91,20.39,50.306,43.16,44.564,29.012,25.934,25.664,30.668,23.342,52.898
201301152100,32.72,31.388,48.956,35.834,53.78,53.726,35.132,42.512,20.786,51.404,43.16,44.258,30.002,26.24,26.078,30.182,23.486,53.294
201301152200,33.296,31.712,49.19,36.158,54.014,53.888,34.574,43.628,21.362,51.548,42.98,43.736,29.642,25.25,25.016,29.804,24.674,53.816
201301152300,33.062,31.694,50.414,36.374,53.618,52.988,36.104,43.502,21.83,49.604,42.422,43.07,27.374,25.016,23.54,30.254,23.702,52.052
