date,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2016-1-14T12Z,93,87,86,86,93,100,61,100,73,19,93,87,93,69,85,82,80,60,85,68,79,86,79,82,68,73,49,57,82,67,81,77,31,100,100,77
2016-1-14T13Z,93,89,86,92,90,92,59,100,70,22,90,89,93,66,85,82,82,61,88,70,84,83,76,82,63,78,49,58,78,69,85,82,31,100,100,88
2016-1-14T14Z,94,93,87,100,87,84,57,100,68,26,87,93,93,64,85,82,86,64,92,73,92,81,74,82,58,79,49,72,76,73,84,83,44,100,100,88
2016-1-14T15Z,93,93,70,100,89,85,66,100,70,27,89,87,93,62,85,78,92,57,89,60,86,65,56,82,58,73,50,39,78,68,85,82,35,100,100,82
2016-1-14T16Z,93,93,49,100,93,87,80,100,73,29,93,81,93,60,85,75,100,49,86,45,79,47,36,82,58,72,53,38,78,62,86,79,35,100,100,81
2016-1-14T17Z,93,96,73,100,79,78,58,75,75,34,90,77,88,63,87,66,100,48,86,40,87,49,40,77,61,68,55,37,78,80,95,63,42,100,100,77
2016-1-14T18Z,94,93,32,93,100,66,60,61,55,32,68,63,87,66,79,50,69,37,86,30,80,38,28,77,59,68,51,38,78,53,95,65,43,100,100,77
2016-1-14T19Z,100,96,26,80,84,59,53,54,42,29,66,59,82,53,79,44,83,34,78,25,83,39,27,82,57,68,48,44,78,51,97,82,51,100,100,82
2016-1-14T20Z,100,100,21,65,67,51,45,47,28,26,64,55,77,41,79,39,100,31,70,20,88,41,26,88,55,69,45,58,77,50,96,81,61,100,100,83
2016-1-14T21Z,75,91,23,72,63,49,41,42,27,26,58,55,79,39,79,36,88,28,67,30,79,45,26,80,55,68,46,47,78,49,97,93,62,100,100,93
2016-1-14T22Z,75,81,26,81,59,48,37,38,26,26,52,55,82,38,79,34,75,26,65,41,69,51,26,73,56,68,48,47,78,49,97,92,66,100,100,92
2016-1-14T23Z,75,89,60,89,55,53,35,36,47,30,65,59,89,52,84,46,87,39,74,42,75,64,38,86,66,68,57,47,78,73,97,87,100,100,100,87
2016-1-15T0Z,77,75,37,81,59,55,34,31,26,29,60,67,87,44,85,44,75,34,75,46,84,66,37,83,60,69,68,47,80,75,97,87,100,100,100,87
2016-1-15T1Z,93,80,56,86,66,66,38,40,27,29,67,71,92,50,82,50,77,39,77,41,87,70,40,85,61,92,73,51,92,77,98,93,100,100,100,87
2016-1-15T2Z,94,87,81,93,77,82,45,53,30,29,77,77,100,58,79,58,80,46,80,36,92,76,45,88,64,91,80,63,84,81,96,90,100,100,100,87
2016-1-15T3Z,93,87,66,93,81,86,49,60,34,31,84,81,100,59,84,68,73,49,80,43,95,81,51,85,66,86,79,59,91,80,98,93,81,100,100,93
2016-1-15T4Z,93,87,49,93,87,93,56,70,40,34,93,87,100,62,92,81,65,53,80,53,100,87,60,83,69,86,79,60,91,79,97,93,80,100,100,93
2016-1-15T5Z,93,93,72,96,87,89,60,72,48,41,83,75,98,65,90,78,80,60,80,61,91,87,61,78,69,92,80,64,92,89,97,93,76,100,100,93
2016-1-15T6Z,94,86,76,93,82,100,65,75,63,43,82,82,100,65,100,87,70,53,80,61,100,87,69,78,69,92,86,73,90,79,97,90,73,97,97,92
2016-1-15T7Z,100,89,58,89,84,100,60,87,62,43,87,82,100,65,85,86,75,57,84,65,100,93,67,78,69,92,86,100,84,85,100,77,59,82,82,77
2016-1-15T8Z,100,93,39,86,87,100,56,100,62,43,86,81,99,65,85,85,75,57,83,65,99,92,67,78,69,91,85,97,75,85,100,73,68,86,86,79
2016-1-15T9Z,100,87,39,89,87,93,56,91,64,38,89,66,100,66,85,80,80,50,79,67,96,87,79,75,69,86,88,100,85,85,100,55,55,67,67,55
2016-1-15T10Z,100,81,39,93,87,87,56,81,67,34,93,50,100,69,85,75,86,43,75,70,92,82,92,73,69,86,92,92,86,85,100,54,53,66,66,54
2016-1-15T11Z,100,89,67,96,85,89,60,76,58,41,86,51,98,77,86,75,91,68,80,82,88,88,82,79,68,94,83,69,92,92,100,52,40,63,63,52
2016-1-15T12Z,98,86,33,100,87,76,65,100,62,27,40,58,93,74,85,81,86,45,75,86,93,82,92,78,69,93,92,70,90,79,99,52,40,62,62,51
2016-1-15T13Z,92,88,42,97,87,86,62,100,71,38,41,54,93,76,81,83,86,53,79,86,90,82,77,80,65,93,89,74,84,74,96,52,40,59,59,65
2016-1-15T14Z,93,93,56,93,87,100,60,100,85,53,43,49,93,79,78,87,86,65,86,86,87,82,59,83,60,93,86,78,80,68,93,53,48,64,64,48
2016-1-15T15Z,100,88,63,87,84,100,62,100,75,51,40,54,85,79,78,87,89,74,86,89,84,89,59,87,56,93,78,69,78,64,96,55,45,59,59,55
2016-1-15T16Z,100,81,75,80,81,100,67,100,63,49,37,61,76,80,79,87,93,87,87,93,80,100,59,94,52,93,69,65,76,59,94,57,45,64,64,55
2016-1-15T17Z,100,89,86,89,81,91,57,80,70,43,47,41,45,68,84,70,95,87,100,87,83,88,81,94,50,93,61,56,72,78,83,76,52,100,100,76
2016-1-15T18Z,98,81,81,100,76,81,47,76,47,39,46,41,44,67,78,70,81,87,100,87,75,87,81,94,45,93,60,60,70,55,84,76,53,100,100,76
2016-1-15T19Z,93,78,83,96,74,74,40,62,45,39,35,60,48,63,75,82,80,97,98,100,75,79,96,97,45,100,60,73,66,56,90,81,62,100,100,81
2016-1-15T20Z,94,75,87,93,72,67,34,47,44,39,24,58,37,59,73,70,80,100,100,100,75,64,93,94,45,98,60,72,67,59,89,79,69,100,100,81
2016-1-15T21Z,86,70,87,96,66,68,33,44,42,43,19,47,35,60,70,77,82,93,100,100,83,60,93,93,43,87,60,66,61,59,90,81,66,100,100,81
2016-1-15T22Z,84,66,87,100,59,71,33,41,41,50,14,36,34,63,67,86,86,87,100,100,93,56,93,93,42,87,60,68,61,59,89,81,69,100,100,81
2016-1-15T23Z,80,81,89,100,55,74,32,46,65,47,23,45,42,66,75,81,92,92,99,98,92,72,94,96,49,100,59,76,61,78,89,87,100,100,100,87
2016-1-16T0Z,80,66,93,100,55,100,35,41,44,45,18,47,45,63,66,74,100,87,100,93,100,52,93,93,45,99,59,73,61,64,88,87,100,100,100,87
2016-1-16T1Z,86,67,87,100,64,94,42,48,62,52,32,46,50,63,63,71,100,89,93,96,96,58,93,96,45,93,74,66,66,68,87,87,100,100,100,87
2016-1-16T2Z,89,70,81,100,77,87,53,57,86,63,50,46,58,63,61,69,100,93,86,100,93,67,93,100,45,92,93,74,67,74,87,84,100,100,100,86
2016-1-16T3Z,86,72,81,96,81,84,62,65,78,70,57,57,71,68,61,59,86,87,86,100,100,72,93,93,67,93,86,75,67,100,87,87,76,100,100,87
2016-1-16T4Z,87,75,81,93,87,82,74,75,69,79,57,56,71,68,61,59,86,86,86,100,99,72,93,93,93,93,86,75,67,99,87,86,77,100,100,86
2016-1-16T5Z,93,75,87,93,87,100,65,100,74,85,65,53,87,68,66,74,86,75,92,100,86,93,100,93,87,93,100,75,72,80,87,81,87,100,100,81
2016-1-16T6Z,93,75,87,93,87,99,64,100,74,85,65,57,82,68,66,79,80,81,92,100,93,87,100,100,86,93,100,60,72,100,87,76,76,76,76,76
2016-1-16T7Z,76,81,87,93,93,87,52,81,79,92,67,57,81,62,66,68,100,75,86,93,88,87,100,100,87,93,81,87,72,100,87,58,58,54,54,71
2016-1-16T8Z,93,90,90,100,94,99,61,77,72,77,75,57,81,62,71,79,100,70,92,93,93,93,100,100,90,93,100,60,78,93,98,48,55,48,48,48
2016-1-16T9Z,93,81,87,100,87,88,65,93,74,92,75,57,81,61,71,79,99,70,92,93,92,93,100,100,81,93,100,68,78,93,95,47,53,47,47,47
2016-1-16T10Z,93,83,93,96,87,93,66,96,74,88,69,62,76,62,71,80,79,79,90,97,90,93,89,100,83,100,98,93,78,93,83,43,42,45,45,43
2016-1-16T11Z,94,87,100,93,87,100,69,100,74,85,75,66,81,57,71,79,58,70,92,100,89,93,100,100,86,98,100,95,79,93,82,45,53,55,55,46
2016-1-16T12Z,93,93,100,93,93,95,71,100,79,88,80,66,81,62,58,79,73,83,92,100,80,100,93,100,86,93,100,87,79,93,83,46,35,42,42,46
2016-1-16T13Z,83,100,100,93,71,90,74,93,85,92,70,52,75,62,58,74,63,75,92,100,68,100,93,100,86,86,87,60,79,93,83,55,31,40,40,49
2016-1-16T14Z,93,100,90,95,77,86,72,87,66,65,70,65,76,62,64,68,58,74,92,87,87,93,87,100,86,86,100,75,79,86,74,55,31,39,39,55
2016-1-16T15Z,94,81,100,100,93,92,63,100,74,85,69,64,76,61,64,68,58,74,91,86,87,93,86,99,80,84,99,78,79,86,76,56,34,40,40,55
2016-1-16T16Z,100,93,60,93,71,79,59,66,59,45,58,56,81,49,64,73,73,74,86,71,93,93,76,64,75,69,66,87,79,86,92,67,52,47,47,67
2016-1-16T17Z,93,81,87,100,67,76,60,57,47,33,48,49,76,45,64,74,100,69,93,54,93,77,76,50,75,69,50,76,85,86,93,82,59,47,47,72
2016-1-16T18Z,93,93,97,93,59,67,59,64,44,30,48,49,71,36,59,68,63,64,86,50,93,72,54,44,80,59,57,66,85,93,93,76,42,93,93,76
2016-1-16T19Z,93,91,95,91,59,65,59,64,43,29,31,70,54,68,59,68,58,64,80,51,85,68,51,47,81,63,65,50,85,80,90,76,67,96,96,76
2016-1-16T20Z,94,81,87,81,63,55,61,67,38,26,30,70,54,67,59,67,58,63,80,52,84,68,51,48,86,65,65,64,87,80,90,75,74,95,95,76
2016-1-16T21Z,93,78,93,86,69,51,57,52,35,27,27,75,73,57,56,61,62,64,79,58,71,88,47,47,77,68,71,50,92,82,90,87,58,96,96,87
2016-1-16T22Z,93,76,100,93,77,48,53,38,33,29,24,80,93,47,53,55,68,64,79,58,58,88,44,47,69,67,78,61,92,86,89,87,63,95,95,87
2016-1-16T23Z,93,87,98,95,65,58,49,49,51,33,26,86,87,47,54,63,83,74,79,71,69,88,53,64,72,63,65,97,92,92,88,87,100,95,95,87
2016-1-17T0Z,93,71,100,100,72,63,57,61,30,38,35,85,86,47,58,63,68,73,78,71,63,87,53,64,69,63,65,86,88,92,88,87,100,95,95,87
2016-1-17T1Z,93,75,100,100,76,69,60,57,45,39,47,74,81,54,58,73,70,64,74,81,65,87,76,64,68,74,84,52,74,92,88,87,100,99,99,87
2016-1-17T2Z,94,81,100,100,82,77,65,54,63,42,46,74,80,54,58,73,73,64,74,81,68,87,75,64,68,75,83,65,75,93,87,83,100,99,99,86
2016-1-17T3Z,93,81,100,96,79,88,65,55,55,45,47,100,81,63,58,63,62,69,79,93,63,100,76,88,68,79,69,56,79,93,88,87,66,99,99,87
2016-1-17T4Z,94,81,100,93,77,100,65,58,47,49,47,99,80,62,58,63,62,69,79,92,62,99,76,87,68,78,68,57,76,93,88,86,64,93,93,86
2016-1-17T5Z,100,81,100,100,77,100,70,81,63,58,58,93,75,58,63,79,62,69,79,86,58,93,80,73,68,74,64,60,68,100,92,81,58,58,58,81
2016-1-17T6Z,100,81,100,100,77,100,70,80,63,58,58,93,81,58,69,79,48,74,79,86,58,93,80,83,68,74,59,64,67,87,92,81,66,51,51,81
2016-1-17T7Z,98,87,100,100,82,100,70,70,68,58,58,93,81,58,69,78,48,73,79,86,58,92,79,83,73,73,59,63,67,87,92,76,62,49,49,79
2016-1-17T8Z,93,84,99,99,84,95,70,81,62,53,75,100,86,67,69,73,56,69,79,93,63,87,69,83,68,68,64,60,67,87,98,52,42,42,42,52
2016-1-17T9Z,83,87,93,100,100,100,80,75,73,62,75,100,80,66,69,79,55,81,73,92,63,93,69,88,68,68,51,47,67,100,98,55,48,42,42,49
2016-1-17T10Z,93,83,100,100,87,91,68,93,80,62,81,74,83,78,63,85,71,87,85,86,63,100,69,88,68,63,85,51,72,74,84,46,37,40,40,46
2016-1-17T11Z,87,75,99,100,86,90,64,92,85,62,81,73,82,72,63,79,71,87,85,100,63,93,85,83,68,89,85,55,72,74,84,52,30,37,37,52
2016-1-17T12Z,84,75,100,100,93,100,64,93,85,62,81,74,80,71,69,78,71,87,85,99,68,92,84,83,74,89,84,55,70,68,82,52,31,37,37,52
2016-1-17T13Z,76,81,100,100,87,89,64,100,73,92,92,78,79,60,68,78,60,77,85,86,73,87,80,88,74,89,74,55,66,68,76,52,38,40,40,52
2016-1-17T14Z,83,93,93,93,87,81,64,86,68,73,92,78,79,65,68,72,59,68,79,80,73,93,84,77,74,63,47,100,66,59,76,63,40,40,40,56
2016-1-17T15Z,70,91,93,95,87,89,93,100,59,92,65,78,79,60,69,78,64,63,78,80,67,87,86,78,68,74,64,55,61,87,76,67,46,42,42,67
2016-1-17T16Z,81,87,93,100,87,87,49,75,59,92,70,86,80,50,63,61,54,55,78,69,85,87,93,69,74,86,47,51,61,87,76,72,49,39,39,59
2016-1-17T17Z,81,90,93,95,77,79,49,73,65,77,49,49,46,50,57,56,59,59,72,70,78,66,80,57,73,68,59,55,62,100,93,77,49,96,96,77
2016-1-17T18Z,83,81,100,100,87,72,65,50,41,85,48,48,45,50,56,55,58,58,71,70,77,65,79,57,86,67,59,56,62,100,92,77,49,95,95,77
2016-1-17T19Z,93,81,82,100,63,45,50,44,39,43,40,40,37,50,53,52,55,47,61,72,61,48,52,57,86,63,70,59,67,100,89,82,52,95,95,82
2016-1-17T20Z,81,93,87,93,59,56,43,41,33,38,40,40,35,50,58,52,46,44,56,45,56,44,61,60,74,73,70,86,67,100,89,72,60,95,95,82
2016-1-17T21Z,87,93,90,93,63,48,41,39,31,35,40,38,34,50,58,50,48,43,58,45,57,45,56,60,74,62,70,97,67,98,89,62,68,95,95,62
2016-1-17T22Z,87,93,100,93,77,29,39,34,29,30,40,35,33,50,58,48,54,41,65,45,61,48,45,60,74,62,70,95,67,93,86,62,71,94,94,62
2016-1-17T23Z,87,96,98,95,61,43,39,46,50,33,37,47,43,55,61,51,76,51,65,52,72,62,55,56,72,67,77,92,67,96,72,62,100,94,94,62
2016-1-18T0Z,88,100,77,93,68,68,43,29,31,35,35,61,57,55,63,51,59,47,65,52,56,62,55,56,68,66,86,90,68,93,72,58,100,94,94,60
2016-1-18T1Z,93,90,79,96,77,79,47,40,42,35,46,56,63,64,65,50,59,62,73,65,58,75,57,80,79,61,92,86,73,86,73,38,100,98,98,38
2016-1-18T2Z,94,81,82,100,87,93,53,54,55,37,59,52,70,65,69,51,59,79,71,65,61,66,55,63,92,65,100,90,74,80,71,41,100,98,98,41
2016-1-18T3Z,87,86,90,100,79,90,56,62,49,38,59,80,70,65,72,55,54,63,65,74,63,57,55,67,76,78,100,86,72,80,73,54,77,98,98,54
2016-1-18T4Z,88,93,100,100,72,87,61,71,44,41,59,80,70,65,76,55,54,62,65,74,66,57,54,67,61,78,100,86,73,80,73,54,77,94,94,54
2016-1-18T5Z,93,87,100,100,93,100,75,81,68,43,89,80,86,65,63,65,59,62,71,74,72,65,43,77,55,78,100,86,78,100,80,59,77,76,76,66
2016-1-18T6Z,93,87,100,100,93,99,75,81,68,42,89,77,86,65,63,71,59,62,65,80,72,65,65,77,55,67,100,92,85,99,80,47,72,76,76,47
2016-1-18T7Z,93,93,100,100,93,87,81,87,68,37,89,77,86,65,69,70,64,62,65,80,78,65,65,76,60,65,99,90,86,86,79,47,72,76,76,47
2016-1-18T8Z,93,95,98,100,90,88,75,79,59,46,92,79,100,65,76,65,64,67,70,86,72,93,68,71,55,47,73,86,92,100,78,47,72,76,76,47
2016-1-18T9Z,93,81,100,93,100,87,81,100,73,37,92,79,100,65,75,65,64,66,70,85,72,93,68,71,65,47,72,77,90,99,76,46,68,72,72,46
2016-1-18T10Z,93,86,100,87,93,87,75,100,70,50,92,79,100,77,48,71,70,56,70,67,75,95,79,82,65,56,44,54,85,96,70,44,48,50,50,44
2016-1-18T11Z,94,93,100,81,87,89,70,100,68,65,91,78,99,76,69,70,70,55,70,67,72,95,78,82,65,61,44,69,85,92,68,42,58,60,60,46
2016-1-18T12Z,100,81,93,100,93,87,80,100,73,65,92,79,86,77,76,71,64,51,77,67,72,95,50,82,71,72,52,73,92,59,70,41,34,47,47,41
2016-1-18T13Z,93,100,93,100,93,77,80,87,63,54,81,63,73,77,76,60,58,56,64,68,78,60,63,71,71,78,44,79,100,59,70,41,12,47,47,41
2016-1-18T14Z,93,87,100,100,93,100,65,100,85,54,87,68,93,77,76,60,64,66,70,62,66,52,30,62,65,78,52,49,92,55,65,38,34,58,58,38
2016-1-18T15Z,93,93,87,100,87,81,65,81,68,57,81,58,76,71,70,60,59,56,65,42,72,45,52,55,71,78,44,41,85,55,65,41,17,58,58,41
2016-1-18T16Z,93,89,90,100,85,84,67,73,61,53,74,57,71,68,70,60,59,52,65,40,65,42,50,53,69,78,46,49,78,55,64,41,23,58,58,41
2016-1-18T17Z,94,81,100,100,82,93,75,54,44,44,57,55,62,61,70,60,59,44,65,37,48,37,47,51,66,79,53,67,77,55,62,40,41,68,68,42
2016-1-18T18Z,76,87,87,93,77,72,43,44,38,29,50,44,44,52,64,47,55,37,55,24,41,32,22,48,56,57,49,38,85,47,58,47,23,100,100,59
2016-1-18T19Z,81,86,88,93,77,72,42,46,37,29,50,44,43,52,63,47,52,37,56,26,41,31,21,47,57,52,48,36,78,45,66,44,33,100,100,61
2016-1-18T20Z,85,81,100,93,77,72,36,62,33,36,51,45,38,53,59,52,39,41,65,40,41,30,16,45,66,55,48,56,77,37,65,44,45,100,100,60
2016-1-18T21Z,71,81,87,90,79,67,34,44,31,31,46,45,38,49,59,50,46,36,65,40,50,31,16,48,61,52,46,38,72,37,66,44,37,100,100,61
2016-1-18T22Z,71,81,72,87,82,63,32,24,29,27,42,45,38,45,59,48,55,32,65,40,61,33,17,52,56,52,44,38,72,37,65,44,44,100,100,60
2016-1-18T23Z,76,76,83,89,72,67,32,39,50,33,47,56,44,56,65,55,76,41,69,43,71,56,29,73,51,66,47,41,78,67,65,46,100,100,100,43
2016-1-19T0Z,75,71,100,93,82,82,31,42,25,31,39,48,41,49,70,48,50,37,65,47,66,81,23,63,71,66,44,42,78,100,65,46,100,100,100,43
2016-1-19T1Z,70,73,100,95,82,84,38,48,37,33,47,53,53,56,72,51,56,38,65,46,71,72,25,60,76,85,45,48,78,71,67,46,100,100,100,56
2016-1-19T2Z,75,76,100,100,82,87,50,58,55,38,58,60,70,67,76,56,65,41,65,46,78,61,29,58,84,85,48,64,76,33,66,46,100,100,100,50
2016-1-19T3Z,61,76,100,100,89,89,50,62,55,33,61,66,77,62,76,58,60,44,67,51,78,73,31,58,79,66,49,44,71,33,67,58,62,100,100,62
2016-1-19T4Z,63,76,100,100,100,93,50,70,55,28,66,74,87,57,77,61,55,48,71,58,78,90,35,59,72,66,52,44,70,33,67,57,60,100,100,61
2016-1-19T5Z,75,85,98,100,92,96,59,72,55,35,77,71,83,59,55,61,75,57,68,55,78,86,41,74,60,66,51,48,65,63,69,57,50,100,100,57
2016-1-19T6Z,75,87,100,93,87,93,57,75,47,36,81,72,86,62,83,84,55,52,65,58,78,96,57,54,60,66,56,48,65,32,69,57,49,99,99,57
2016-1-19T7Z,76,92,100,93,87,96,55,77,44,36,86,75,86,62,83,84,57,53,77,73,78,97,57,41,60,72,56,48,65,37,76,58,47,93,93,58
2016-1-19T8Z,83,100,100,93,87,100,53,81,41,38,93,80,86,62,83,85,60,56,76,72,78,96,57,41,60,76,56,66,64,45,75,58,59,94,94,59
2016-1-19T9Z,87,100,100,96,89,100,53,78,48,42,93,80,86,59,83,85,64,58,77,75,78,75,61,43,62,78,56,52,65,45,76,58,41,100,100,58
2016-1-19T10Z,85,100,100,100,93,100,53,75,57,48,93,80,87,57,83,85,70,61,77,79,78,51,67,47,65,77,56,52,65,45,75,58,47,100,100,58
2016-1-19T11Z,81,100,100,100,93,100,60,74,53,62,85,79,84,62,60,80,83,62,78,67,77,68,60,70,59,72,54,52,65,70,73,67,100,100,100,67
2016-1-19T12Z,82,100,100,100,87,87,75,93,63,100,100,77,87,62,76,85,70,66,77,79,78,51,85,47,77,72,56,53,67,44,73,69,91,100,100,67
2016-1-19T13Z,87,91,97,100,89,92,72,96,59,96,100,84,87,59,76,74,73,66,77,65,81,51,79,45,74,72,56,56,77,45,78,87,31,100,100,77
2016-1-19T14Z,90,81,93,100,93,100,70,100,54,92,100,93,87,57,76,61,77,66,77,48,85,51,72,43,71,72,56,70,75,48,76,87,41,100,100,87
2016-1-19T15Z,81,81,95,100,93,100,74,97,54,95,91,90,78,59,76,61,69,59,74,50,79,43,57,40,68,67,54,44,71,48,78,82,39,100,100,82
2016-1-19T16Z,81,81,100,100,93,100,80,93,55,100,81,87,67,62,76,62,60,52,71,54,72,35,38,38,66,66,52,41,71,49,78,82,39,100,100,82
2016-1-19T17Z,81,89,97,100,83,89,67,81,61,85,69,81,60,72,76,59,79,49,83,49,83,50,43,59,60,62,51,35,71,73,80,87,44,100,100,87
2016-1-19T18Z,81,81,93,93,82,71,61,47,45,80,67,67,55,73,65,62,56,44,61,45,62,28,28,83,61,62,41,35,69,42,80,87,44,100,100,87
2016-1-19T19Z,81,85,95,93,77,67,61,55,43,69,67,65,52,81,65,57,53,44,58,42,62,23,26,60,61,63,39,36,65,40,84,87,44,100,100,87
2016-1-19T20Z,85,93,100,93,72,63,61,67,42,55,67,63,49,92,65,53,51,45,56,40,62,19,24,33,61,63,38,56,65,39,84,84,55,100,100,87
2016-1-19T21Z,81,93,100,93,69,66,59,67,38,55,57,61,47,88,62,61,49,43,54,39,58,18,22,33,58,63,38,30,66,37,84,93,50,100,100,90
2016-1-19T22Z,81,93,100,93,67,72,57,67,34,55,46,59,46,85,60,73,47,42,52,38,53,18,20,33,56,63,38,30,66,36,84,93,54,100,100,93
2016-1-19T23Z,81,96,97,96,77,69,55,64,50,52,46,60,47,87,66,68,71,45,61,37,61,43,30,57,58,70,43,30,72,64,90,93,100,100,100,94
2016-1-20T0Z,81,87,82,93,93,77,76,28,39,64,46,55,59,92,65,73,44,42,61,31,57,29,33,41,61,73,49,32,72,44,89,93,100,100,100,93
2016-1-20T1Z,87,89,86,95,90,78,77,32,41,64,55,53,67,92,63,77,50,42,63,38,60,43,42,44,64,73,50,42,72,41,89,93,100,100,100,93
2016-1-20T2Z,89,93,93,100,87,82,81,41,45,64,71,50,81,92,60,85,61,42,66,50,67,64,57,50,71,73,53,59,71,38,89,93,100,100,100,93
2016-1-20T3Z,87,93,96,96,87,87,81,47,46,65,93,70,82,85,71,92,52,45,66,50,66,60,67,66,73,68,57,45,78,36,89,87,71,100,100,87
2016-1-20T4Z,88,93,100,93,87,93,81,54,48,68,93,69,82,85,71,91,51,44,65,50,66,60,67,66,77,68,57,46,78,36,89,87,71,99,99,87
2016-1-20T5Z,93,96,98,96,93,94,79,50,55,65,93,66,87,85,78,85,48,42,61,51,72,80,73,71,77,73,62,50,78,42,90,93,71,93,93,93
2016-1-20T6Z,100,93,82,100,93,100,81,50,69,74,93,66,93,85,78,92,85,46,67,51,72,69,85,71,77,68,62,50,72,42,90,93,61,81,81,93
2016-1-20T7Z,98,93,100,100,93,93,86,62,74,52,93,66,93,85,78,92,84,46,67,50,72,69,84,71,77,68,62,50,73,45,91,91,58,81,81,92
2016-1-20T8Z,93,96,98,100,87,95,83,66,71,48,93,72,93,85,78,92,78,46,78,44,78,98,79,76,84,68,67,54,78,45,100,82,44,87,87,82
2016-1-20T9Z,87,81,37,93,93,100,76,71,69,49,93,80,100,85,85,85,85,46,78,54,78,59,73,76,84,68,53,50,78,53,100,82,38,81,81,76
2016-1-20T10Z,93,81,88,95,95,90,82,70,75,62,87,80,100,92,85,92,80,46,85,44,80,93,68,71,81,68,67,63,72,55,100,59,36,81,81,59
2016-1-20T11Z,94,81,93,100,100,99,87,70,80,35,86,80,99,91,85,91,72,46,84,44,85,93,67,71,77,71,66,75,70,62,100,65,50,85,85,63
2016-1-20T12Z,100,83,66,96,96,99,87,84,82,37,93,86,96,88,85,95,78,62,85,44,81,93,60,73,80,79,67,58,72,64,100,59,34,87,87,59
2016-1-20T13Z,98,87,37,93,93,99,87,100,86,41,100,93,93,85,85,100,85,79,85,44,78,93,53,76,84,78,67,67,72,68,98,60,34,84,84,59
2016-1-20T14Z,93,91,67,96,93,97,88,88,80,48,79,88,89,86,82,92,92,84,84,45,87,80,54,78,71,73,64,96,72,83,91,67,34,71,71,67
2016-1-20T15Z,93,81,80,93,100,87,93,100,85,55,87,74,76,85,85,85,78,92,78,45,78,71,46,71,78,73,63,83,71,68,91,68,34,72,72,67
2016-1-20T16Z,93,81,89,96,93,92,93,82,75,45,100,69,66,85,85,79,78,86,78,34,72,50,68,63,72,73,57,47,67,100,98,76,39,81,81,76
2016-1-20T17Z,95,81,100,100,87,100,93,62,65,35,99,69,66,85,85,79,78,86,78,34,72,49,67,63,66,74,57,63,68,100,96,76,53,85,85,78
2016-1-20T18Z,87,81,93,100,68,72,71,44,49,21,76,82,66,79,85,68,67,100,73,38,67,37,37,49,72,68,43,43,67,100,91,76,50,100,100,81
2016-1-20T19Z,87,79,93,100,68,70,69,42,47,21,82,61,63,85,79,63,67,83,79,93,79,44,37,49,62,63,56,40,57,100,89,87,50,100,100,87
2016-1-20T20Z,81,70,93,100,72,60,62,42,42,23,81,61,63,84,79,63,67,82,79,91,79,44,37,49,62,63,55,40,57,100,89,93,50,100,100,93
2016-1-20T21Z,80,70,87,93,68,68,54,34,34,26,82,57,63,74,79,73,67,83,73,68,67,43,34,49,67,63,56,40,57,59,89,93,55,100,100,93
2016-1-20T22Z,75,68,89,93,69,68,51,34,29,29,82,58,64,76,79,68,72,81,75,83,67,46,46,49,75,63,58,43,57,78,90,93,100,100,100,93
2016-1-20T23Z,80,66,93,93,72,68,48,34,24,33,82,61,67,79,79,63,78,80,78,100,67,50,59,49,85,65,61,61,60,100,89,89,100,100,100,92
2016-1-21T0Z,75,67,93,96,79,69,52,36,19,33,79,62,71,82,81,67,81,85,78,100,67,70,62,59,85,79,59,50,67,82,90,87,71,100,100,87
2016-1-21T1Z,75,70,93,100,87,72,58,39,15,35,76,65,77,86,85,73,85,92,78,100,67,70,66,58,85,79,58,50,66,64,89,87,74,100,100,87
2016-1-21T2Z,75,84,93,96,86,83,69,56,38,39,81,73,83,79,82,79,92,88,85,100,72,81,80,55,84,85,61,50,66,81,88,87,100,100,100,87
2016-1-21T3Z,76,81,100,100,82,100,58,47,28,44,87,66,93,79,85,79,92,96,85,99,78,81,80,55,85,84,63,62,68,50,88,86,97,98,98,86
2016-1-21T4Z,81,81,100,100,87,100,64,54,37,40,66,71,93,79,85,85,78,100,85,93,81,87,86,59,85,73,63,100,78,100,89,81,81,87,87,81
2016-1-21T5Z,86,81,100,100,93,100,71,62,48,37,66,71,93,79,85,84,78,99,84,93,85,87,85,60,85,76,63,100,75,100,88,81,85,89,89,81
2016-1-21T6Z,87,93,100,100,93,100,61,65,58,41,93,71,93,79,85,79,72,100,78,86,85,81,86,72,92,79,58,54,72,100,89,81,81,81,81,76
2016-1-21T7Z,87,100,100,100,87,100,73,70,58,43,93,76,100,79,85,73,78,100,78,100,79,87,86,77,85,79,63,54,78,100,100,71,76,62,62,71
2016-1-21T8Z,93,100,99,100,86,99,72,69,58,43,93,76,99,79,84,73,79,99,77,99,78,93,85,77,84,79,63,58,84,100,100,51,66,51,51,51
2016-1-21T9Z,93,87,100,100,87,100,35,65,54,43,93,71,100,79,85,92,78,100,92,100,79,93,92,77,85,79,68,58,82,100,100,50,65,50,50,50
