Username,SecNo,HW1,HW2,HW3,HW4,HW5,HW6,PROJ1,PROJ2,PROJ3,Midterm,Final,LAB1,LAB2,LAB3,LAB4,LAB5,LAB6,LAB7,LAB8,LAB9,LAB10,LAB11,LAB12,LAB13,SUR1,SUR2,SUR3,SUR4,LABS,SURVEYS,TOTAL%,LETTER
106,3,40,39,40,35,36,40,75,60,78,150,158,10,10,8,8,1.875,8,10,6,10,10,9,2,6,5,5,5,5,89,20,86,B
