datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,San Antonio,Dallas,Houston,Kansas City,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta
201301140500,92.00,92.00,68.76,80.00,42.00,49.00,28.00,37.00,26.00,61.00,69.00,88.00,51.00,80.00,50.00,72.00,100.00,82.00
201301140600,42.00,92.00,68.76,74.00,48.00,45.00,28.00,43.00,34.00,65.00,69.00,88.00,51.00,71.73,92.00,68.00,100.00,82.00
201301140700,85.00,100.00,56.00,79.00,48.00,48.00,28.00,40.00,31.00,76.68,69.00,94.00,48.00,71.73,96.00,72.00,100.00,82.00
201301140800,92.00,92.00,60.00,79.00,45.00,56.00,31.00,41.42,31.00,60.00,69.00,93.00,48.00,71.73,92.00,73.00,93.00,88.00
201301140900,92.00,86.00,65.00,85.00,45.00,48.00,35.00,46.00,39.00,60.00,69.00,93.00,48.00,43.00,86.00,72.00,87.00,93.00
201301141000,100.00,86.00,52.00,79.00,36.00,48.00,35.00,50.00,39.00,65.00,64.00,87.00,48.00,86.00,86.00,72.00,93.00,93.00
201301141100,100.00,86.00,48.00,79.00,48.00,46.00,35.00,54.00,51.00,60.00,64.00,93.00,48.00,86.00,93.00,72.00,93.00,93.00
201301141200,100.00,86.00,45.00,79.00,48.00,45.00,35.00,63.00,55.00,60.00,69.00,93.00,48.00,86.00,86.00,93.00,93.00,93.00
201301141300,92.00,92.00,56.00,92.00,53.00,45.00,32.00,50.00,51.00,69.00,64.00,93.00,51.00,80.00,86.00,93.00,93.00,93.00
201301141400,92.00,92.00,78.00,85.00,55.00,45.00,38.00,50.00,46.00,69.00,59.00,87.00,51.00,74.00,93.00,93.00,93.00,88.00
201301141500,85.00,92.00,60.00,79.00,48.00,38.00,38.00,46.00,43.00,64.00,55.00,87.00,51.00,73.00,79.00,93.00,100.00,88.00
201301141600,92.00,92.00,41.00,79.00,36.00,31.00,35.00,37.00,40.00,56.00,51.00,81.00,51.00,73.00,79.00,93.00,100.00,88.00
201301141700,59.00,92.00,41.00,79.00,23.00,25.00,30.00,37.00,35.00,52.00,51.00,81.00,51.00,73.00,82.00,93.00,93.00,82.00
201301141800,92.00,80.00,45.00,74.00,17.00,28.00,32.22,30.00,35.00,49.00,48.00,75.00,51.00,73.00,85.00,88.00,100.00,68.00
201301141900,92.00,45.00,39.00,68.00,17.00,26.00,32.22,24.00,32.00,43.00,45.00,70.00,27.00,73.00,79.00,88.00,100.00,64.00
201301142000,85.00,79.93,69.00,69.00,16.00,28.00,24.00,22.00,49.00,37.00,43.00,70.00,27.00,73.00,79.00,88.00,80.84,64.00
201301142100,86.00,69.00,28.00,64.00,16.00,30.00,22.00,20.00,28.00,37.00,41.00,66.00,45.00,73.00,73.00,93.00,80.84,64.00
201301142200,86.67,74.00,29.00,59.00,17.00,32.00,21.00,17.00,28.00,39.00,39.00,62.00,45.00,68.00,73.00,93.00,80.84,64.00
201301142300,86.67,74.00,31.00,51.00,22.00,32.00,19.00,16.00,25.00,39.00,41.00,62.00,42.00,68.00,67.00,86.00,80.84,64.00
201301150000,74.00,79.93,42.00,51.00,37.00,37.00,19.00,13.00,25.00,56.00,48.00,66.00,45.00,68.00,73.00,86.00,92.00,73.00
201301150100,79.00,80.00,43.00,59.00,37.00,37.00,19.00,17.00,23.00,60.00,51.00,66.00,45.00,68.00,67.00,86.00,92.00,73.00
201301150200,74.00,80.00,52.00,69.00,45.00,40.00,19.00,22.00,31.00,69.00,47.00,61.00,49.00,73.00,67.00,93.00,92.00,73.00
201301150300,86.67,80.00,61.00,74.00,52.00,43.00,20.00,27.00,35.00,64.00,51.00,66.00,57.00,67.00,72.00,76.11,85.00,73.00
201301150400,86.67,86.00,65.00,75.71,42.00,49.00,23.00,25.00,36.00,64.00,47.00,66.00,53.00,79.00,66.00,76.11,79.00,82.00
201301150500,68.00,86.00,61.00,74.00,47.79,49.00,28.00,34.00,32.00,69.00,50.00,66.00,62.00,73.00,66.00,86.00,85.00,93.00
201301150600,86.67,92.00,42.00,80.00,42.00,52.00,33.00,34.00,34.00,69.00,68.56,70.00,57.00,79.00,66.00,80.00,85.00,93.00
201301150700,86.67,92.00,45.00,74.00,48.00,56.00,30.00,37.00,37.00,59.00,54.00,70.00,57.00,79.00,72.00,86.00,85.00,93.00
201301150800,74.00,92.00,39.00,80.00,48.00,56.00,25.00,41.42,40.00,64.00,54.00,70.00,57.00,79.00,66.00,80.00,85.00,93.00
201301150900,74.00,92.00,36.00,80.00,55.00,52.00,27.00,46.00,46.00,59.00,54.00,75.00,61.00,79.00,83.00,76.11,85.00,93.00
201301151000,74.00,86.00,36.00,80.00,59.00,52.47,27.00,46.00,46.00,76.68,54.00,81.00,66.00,73.00,72.00,80.00,85.00,93.00
201301151100,74.00,86.00,48.00,80.00,59.00,52.00,27.00,46.00,50.00,76.68,58.00,75.00,78.00,73.00,72.00,86.00,78.00,100.00
201301151200,74.00,80.00,51.00,80.00,47.79,48.00,29.00,46.00,44.15,76.68,58.00,87.00,72.00,73.00,72.00,79.00,78.00,100.00
201301151300,86.00,80.00,59.00,80.00,55.00,60.00,27.00,50.00,44.15,76.68,58.00,87.00,78.00,78.00,72.00,74.00,85.00,100.00
201301151400,92.00,86.00,45.00,80.00,51.00,52.00,29.00,46.00,57.00,76.68,58.00,87.00,72.00,73.00,72.00,79.00,85.00,93.00
201301151500,92.00,86.00,48.00,80.00,53.00,43.00,28.00,23.00,57.00,34.00,52.00,87.00,69.00,70.00,69.00,79.00,82.00,90.00
201301151600,92.00,86.00,51.00,80.00,55.00,35.00,27.00,41.42,57.00,69.00,47.00,87.00,67.00,67.00,67.00,80.00,79.00,87.00
201301151700,100.00,80.00,36.00,75.71,24.00,28.00,23.00,31.00,53.00,56.00,40.00,81.00,49.00,58.00,62.00,76.11,73.00,93.00
201301151800,50.00,83.00,34.00,37.00,21.00,24.00,11.00,29.00,63.00,49.00,37.00,78.00,42.00,60.00,57.00,34.00,73.00,93.00
201301151900,86.67,86.00,33.00,74.00,18.00,20.00,32.22,27.00,73.00,42.00,35.00,75.00,36.00,62.00,53.00,69.00,73.00,93.00
201301152000,86.67,79.93,36.00,74.00,14.00,22.00,16.00,21.00,79.00,43.00,36.00,66.00,33.00,53.00,49.00,80.00,79.00,93.00
201301152100,86.67,79.93,31.00,74.00,10.00,27.00,14.00,20.00,63.00,45.00,39.00,70.00,63.33,58.00,49.00,74.00,79.00,93.00
201301152200,86.67,79.93,26.00,64.00,13.00,34.00,14.00,41.42,63.00,45.00,52.00,81.00,63.33,67.00,69.31,80.00,73.00,97.00
201301152300,86.67,79.93,32.00,60.00,16.00,22.00,13.00,19.00,58.00,49.00,42.00,75.00,39.00,63.00,53.00,86.00,73.00,93.00
