date,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver
2.01301E+11,273.28,275.44,283.59,275.03,283.92,282.81,279.02,281.75,270.01,264.55
2.01301E+11,272.67,273.28,282.36,273.82,283.16,281.56,277.61,280.37,268.15,262.88
2.01301E+11,271.67,271.93,280.44,273.31,282.66,281.49,276.89,278.98,270.15,262.31
2.01301E+11,271.67,271.47,281.51,271.43,281.97,280.73,276.2,277.16,268.8,263.15
2.01301E+11,271.48,271.69,280.51,271.76,281.88,280.28,276.27,276.48,267.44,262.01
2.01301E+11,271.78,271.23,278.86,271.31,281.6,280.21,275.63,275.5,266.86,259.29
2.01301E+11,271.15,270.69,279.77,271.04,281.31,280.13,274.09,274.48,267.15,262.15
2.01301E+11,267.15,270.95,278.99,269.78,280.88,279.81,273.81,273.7,265.44,260.15
2.01301E+11,266.15,270.66,277.66,270.52,280.04,279.48,273.47,272.81,264.44,257.69
2.01301E+11,266.15,270.19,278.61,270.24,280.04,278.55,272.99,272.8,263.72,260.15
2.01301E+11,266.15,269.71,277.82,270.04,279.9,277.49,272.78,272.62,262.72,258.65
2.01301E+11,266.15,270.2,276.81,269.53,279.34,277.3,272.21,271.15,261.72,256.91
2.01301E+11,266.15,270.12,276.6,269.53,278.63,277.1,272.99,270.15,262.01,255.66
2.01301E+11,265.15,270.58,276.22,269.25,278.5,276.86,272.38,271.66,261.72,256.5
2.01301E+11,273.2,271.17,276.2,269.32,278.15,271.93,271.62,272.41,263.29,252.94
2.01301E+11,268.68,271.42,276.18,269.68,277.79,278.49,271.98,273.16,264.86,258.5
2.01301E+11,264.15,271.66,278.98,270.04,281.3,280.83,272.33,275.99,266.15,259.5
2.01301E+11,264.15,271.66,279.38,270.66,279.32,282.71,274.33,278.07,267.87,260.27
2.01301E+11,265.55,272.55,281.36,271.92,284.15,284.59,275.21,280.15,269.58,260.85
2.01301E+11,266.95,273.44,281.78,273.17,285.58,285.3,276.09,280.82,270.58,261.55
2.01301E+11,270.15,273.39,281.98,274.45,283.7,285.54,276.63,281.78,270.94,261.97
2.01301E+11,271.15,273.61,282.17,275,285.95,285.77,277.46,282.73,271.29,261.55
2.01301E+11,272.15,273.69,282.33,275.54,285.89,285.68,278.28,283.35,270.29,260.5
2.01301E+11,272.75,273.43,282.18,275.61,284.92,283.99,278.15,281.54,269.79,259.53
2.01301E+11,270.95,272.5,281.51,274.72,283.95,283.66,277.36,281.36,269.29,258.56
2.01301E+11,269.15,271.91,280.92,273.82,283.26,282,276.56,279.5,268.01,257.96
2.01301E+11,270.52,271.44,280.6,273.03,281.97,280.43,274.58,277.91,269.15,258.2
2.01301E+11,267.15,270.71,280.69,272.45,281.3,279.84,273.58,276.41,267.15,257.55
2.01301E+11,267.15,270.46,279.42,271.45,280.5,278.77,271.91,275.5,263.61,258.15
2.01301E+11,266.15,270.2,278.43,271.18,279.63,277.9,271.96,275.13,264.15,256.15
2.01301E+11,274.77,270.76,278.2,271.04,278.92,277.62,271.99,273.16,263.86,257.15
2.01301E+11,268.19,271.37,277.61,269.94,278.37,277.36,272.02,273.7,263.15,253.88
2.01301E+11,265.15,271.66,276.91,269.83,278.36,272.66,271.41,271.85,261.86,256.65
2.01301E+11,265.15,271.42,276.2,269.64,278.36,277.16,270.79,271.81,259.72,256.56
2.01301E+11,264.15,271.44,276.25,269.66,278.49,276.92,270.79,270.84,259.72,255.91
2.01301E+11,264.15,271.44,276.88,269.66,277.79,276.91,270.79,271.15,259.44,255.55
2.01301E+11,264.15,271.44,277.5,269.66,277.36,276.9,269.81,269.94,259.44,254.61
2.01301E+11,265.15,270.69,277.29,268.72,270.43,277.51,269.73,269.99,259.44,255.85
2.01301E+11,268.15,270.69,276.87,269.29,276.03,277.72,269.38,270.38,259.44,255.5
2.01301E+11,266.49,270.66,275.61,269.08,275.73,280.03,268.58,272.94,262.58,257.85
2.01301E+11,266.15,270.79,277.83,268.8,280.3,282.33,269.99,275.16,264.58,258.61
2.01301E+11,272.17,270.91,278.86,270.08,282.73,284.84,272.33,276.82,267.01,260.2
2.01301E+11,266.75,271.91,280.01,271.08,284.82,285.56,273.56,278.76,268.29,261.2
2.01301E+11,267.75,271.47,280.84,272.36,285.61,286.05,274.54,279.83,269.58,262.2
2.01301E+11,269.15,272.69,280.04,274.15,285.74,285.93,274.61,280.56,268.52,262.34
2.01301E+11,272.95,272.72,281.67,275.07,285.86,285.8,275.41,281.28,269.13,262.95
2.01301E+11,273,272.91,281.82,275.05,285.79,285.28,275.19,281.64,268.9,262.02
2.01301E+11,272.9,272.83,282.04,274.85,285.28,284.9,275.78,281.48,268.54,261.37
2.01301E+11,272.69,272.15,281.8,274,284.36,284,275.32,280.34,267.85,260.18
2.01301E+11,272.6,271.43,281.34,272.87,283.39,283,274.63,278.63,266.73,260.3
2.01301E+11,272.19,270.72,279.12,272.24,282.4,281.51,274.29,277.38,265,260.01
2.01301E+11,273.59,270.38,278.26,271.92,281.47,280.27,272.97,275.75,261.67,259.58
2.01301E+11,273.55,270.25,277.38,271.84,280.89,279.47,272.4,274.73,262.25,258.9
2.01301E+11,272.79,270.24,278.47,271.85,279.62,278.75,271.94,273.5,264.25,257.78
2.01301E+11,274.2,269.96,278.31,271.51,278.65,278.39,271.67,273.64,263.23,256.8
2.01301E+11,274.2,270.37,277.85,271.47,278.63,277.97,271.15,273.61,262.08,256.14
2.01301E+11,272.86,270.67,277.89,271.44,278.97,277.97,270.54,272.19,261.04,257.21
2.01301E+11,273.09,270.67,277.63,271.42,278.46,277.73,269.89,271.59,259.89,256.4
2.01301E+11,273.09,270.97,277.21,271.54,278.21,277.98,269.67,271.19,261.07,255.8
2.01301E+11,273.09,271.14,276.34,271.41,277.68,277.44,269.41,270.49,260.79,256.06
2.01301E+11,273.09,271.08,275.25,271.62,277.15,277.29,268.76,270.53,260.75,256.9
2.01301E+11,273.05,271.14,275.39,271.79,277.04,276.96,268.88,270.01,260.99,256.41
2.01301E+11,272.22,271.2,275.35,271.95,277.01,276.41,268.46,269.71,262.65,256.33
2.01301E+11,272.2,271.21,275.68,272.04,277.24,277.8,269.07,271.51,263.9,257.31
2.01301E+11,272.17,271.21,276.01,272.13,277.47,279.18,269.67,273.3,265.15,258.29
2.01301E+11,272.8,271.38,278.24,272.59,279.94,281.62,270.92,275.46,266.23,260.14
2.01301E+11,272.88,271.77,279.55,273.3,281.67,282.93,272,276.41,266.56,260.43
2.01301E+11,272.95,272.16,280.85,274,283.4,284.23,273.07,277.35,266.88,260.72
2.01301E+11,273.17,272.57,281.22,274.61,284.46,284.84,274.25,278.1,266.7,262.99
2.01301E+11,273.55,272.81,282.57,275.28,285.25,285.22,274.89,278.99,266.92,263.69
2.01301E+11,273.87,272.99,282.7,275.46,285.38,285.31,274.58,279.61,267.24,263.15
2.01301E+11,273.74,272.98,283.38,275.58,285.16,284.81,275.43,279.54,267.5,262.17
2.01301E+11,273.64,273.1,283.19,275.02,283.94,283.94,274.82,278.5,264.26,259.84
2.01301E+11,273.6,272.85,281.88,274.83,283.5,282.67,274.14,277.3,263.41,259.28
2.01301E+11,273.66,272.85,280.21,274.43,282.14,281.91,273.4,275.66,262.36,259.1
2.01301E+11,273.55,273.08,278.65,273.93,280.87,280.36,271.8,274.52,261.48,257.68
2.01301E+11,273.55,273.44,278.13,274.15,279.97,280.08,270.89,274.61,259.97,257.7
2.01301E+11,273.7,273.38,277.35,274.01,280.22,279.12,270.24,273.35,259.22,256.7
2.01301E+11,273.7,273.5,276.08,273.95,279.09,279.01,269.95,272.78,259.63,257.5
2.01301E+11,273.7,273.5,275.92,274,278.75,278.69,269.94,272.8,259.34,257.38
2.01301E+11,273.7,273.62,275.25,274.01,278.36,277.74,269.83,272.66,259.61,256.68
2.01301E+11,273.7,273.65,274.96,273.84,277.64,276.96,269.26,272.34,259.38,256.24
2.01301E+11,273.7,273.68,274.66,273.66,276.91,276.17,268.68,272.02,259.15,255.79
2.01301E+11,273.64,273.62,274.69,273.64,276.8,276.11,268.19,271.63,259.37,255.46
2.01301E+11,273.6,273.73,274.04,273.81,276.54,275.38,268.45,271.72,258.61,256.43
2.01301E+11,273.54,273.79,274.11,273.68,276.38,275.21,268.05,271.41,258.46,256.24
2.01301E+11,273.71,273.94,274.04,273.68,276.14,275.01,268,270.59,258.65,257.44
2.01301E+11,273.76,273.94,274.32,273.66,276.5,276.59,268.22,272.52,259.06,261.5
2.01301E+11,273.76,274.26,274.49,273.58,278.54,279.33,270.11,274.63,260,263.87
2.01301E+11,273.72,274.47,277.01,274.22,281.54,282.79,272.31,277.95,261.41,266.18
2.01301E+11,274.5,275,279.77,275.83,283.8,284.97,274.26,279.2,263.12,268.21
2.01301E+11,275.07,275.45,281.26,276.59,285.53,285.97,275.35,280.15,264.27,269.56
2.01301E+11,275.55,275.91,282.01,277.76,286.35,286.67,277.03,281,265.1,270.73
2.01301E+11,276.12,276.21,283.36,278,287.34,287.15,278.28,282.04,266.1,271.93
2.01301E+11,276.06,276.36,283.75,278.11,287.54,287.66,279.23,282.51,266.55,272.1
2.01301E+11,275.9,276.2,284.01,277.9,287.03,286.23,279.66,282.78,266.46,271.73
2.01301E+11,275.65,275.84,283.54,277.06,285.84,284.99,279.25,281.7,263.62,271.75
2.01301E+11,275.71,275.61,282.43,276.13,284.55,283.86,277.6,280.49,263.39,271.19
2.01301E+11,275.61,275.31,280.75,275.19,283.41,282.54,276.5,278.81,262.67,270.38
2.01301E+11,275.07,275.24,279.53,273.97,282.52,281.85,275.9,277.8,263.26,271.1
2.01301E+11,274.82,275.37,278.95,276.47,280.95,279.81,275.64,275.11,261.95,270.96
2.01301E+11,271.91,272.76,281.98,278.31,284.58,275.9,275.38,277.4,260.45,265.33
2.01301E+11,276.92,279.68,285.01,280.15,288.2,287.6,275.38,279.68,266.93,272.42
2.01301E+11,275.62,269.6,276.25,271.25,280.22,280.93,273.81,274.66,261.18,266.88
2.01301E+11,275.62,269.6,276.25,271.25,280.22,280.93,273.81,274.66,261.18,266.88
2.01301E+11,275.62,269.6,276.25,271.25,280.22,280.93,273.81,274.66,261.18,266.88
2.01301E+11,275.62,269.6,276.25,271.25,280.22,280.93,273.81,274.66,261.18,266.88
2.01301E+11,275.62,269.6,276.25,271.25,280.22,280.93,273.81,274.66,261.18,266.88
2.01301E+11,275.62,269.6,276.25,271.25,280.22,280.93,273.81,274.66,261.18,266.88
2.01301E+11,274.26,274.26,275.28,271.31,277.89,277.21,272.25,272,262.74,269.86
2.01301E+11,274.35,274.26,274.49,270.99,278.36,276.65,271.54,271.78,261.45,268.25
2.01301E+11,274.23,274.13,274.92,270.49,278.53,278.17,271.59,273.95,263.29,270.9
2.01301E+11,274.55,274.07,275.35,270.28,280.14,280.83,275.46,277.23,265.48,274.04
2.01301E+11,274.56,274.19,277.75,271.92,283.85,285.07,278.21,280.69,267.48,277.05
2.01301E+11,275.07,274.2,280.63,273.73,287.51,288.2,280.04,283.22,269.72,278.99
2.01301E+11,275.31,274.39,282.32,275.02,289.86,289.69,281.7,285.33,271.86,281.3
2.01301E+11,275.59,274.79,283.63,275.59,290.99,290.69,282.84,286.34,273.37,282.43
2.01301E+11,276.11,274.86,284.46,277.02,291.85,291.39,284.34,287.56,274.04,283.76
2.01301E+11,275.97,274.98,285.03,277.22,291.54,291.25,284.71,288.24,274.81,283.82
2.01301E+11,275.72,274.86,285.08,278.21,291.04,290.14,285.09,288.45,274.36,281.7
2.01301E+11,275.3,274.68,285.06,277.08,288.95,289.2,284.71,287.59,272.72,278.24
2.01301E+11,274.65,274.51,284.1,275.66,288.02,287.22,282.57,286.44,271.46,276.3
2.01301E+11,273.9,274.33,282.15,274.95,286.77,285.88,280.09,283.44,268.85,274.98
2.01301E+11,273.65,274.32,280.55,274.55,285.21,284.6,279.52,282.2,267.95,273.9
2.01301E+11,273.35,273.98,279.62,274.08,284.69,283.78,278.67,280.76,269.7,272.73
2.01301E+11,273.07,273.8,278.41,273.41,284,282.68,277.61,280.11,269.05,270.7
2.01301E+11,272.83,273.69,278.06,272.93,284.63,281.71,277.8,278.64,267.89,270.02
2.01301E+11,272.47,273.45,277.72,272.83,283.81,281.61,277.6,278.62,266.54,270.45
2.01301E+11,272.51,273.33,277.84,272.63,282.67,281.21,276.92,277.87,267.3,270.2
2.01301E+11,271.11,273.11,277.51,272.09,281.53,280.34,275.27,277.6,266.45,270.16
2.01301E+11,272.08,273.04,277.4,272.36,281.95,280.6,274.78,278.05,265.23,269.8
2.01301E+11,272.29,272.92,276.35,272.12,281.34,280.58,275.77,278.53,264.82,269.63
2.01301E+11,271.58,273.14,276.8,272.18,281.31,280.08,276.62,277.67,265,268.81
2.01301E+11,271.59,272.91,275.9,271.93,281.28,279.76,274.33,277.77,264.55,267.98
2.01301E+11,271.69,272.93,276.24,271.97,280.62,280.2,274.26,277.45,264.82,268.41
2.01301E+11,271.58,272.74,276.15,271.9,280.88,281.27,274.22,280.42,267.29,270.31
2.01301E+11,272.09,272.33,277,272.14,282.65,284.28,276.25,283.42,268.93,273.9
2.01301E+11,272.81,273.14,279.77,272.26,287.88,288.94,279.16,287.01,271.7,276.98
2.01301E+11,274.53,274.37,282.3,273.36,291.21,292.85,281.76,289.51,275.63,278.12
2.01301E+11,276.24,274.55,284.82,274.46,294.53,295,284.36,292.01,276.76,281.13
2.01301E+11,276.84,275.34,286.07,275.09,296.38,295.67,286.06,293.22,278.02,281.34
2.01301E+11,277.29,276.45,287.41,275.04,297.02,295.44,286.4,294.42,279.47,283.06
2.01301E+11,277.34,277.14,287.95,275.85,297.13,295.32,286.94,294.92,280.17,284.26
2.01301E+11,277.27,277.94,288.51,275.85,296.53,295.92,287.19,294.95,280.13,281.82
2.01301E+11,276.53,276.94,287.8,274.71,294.89,294.08,286.97,293.67,276.79,278.35
2.01301E+11,275.83,275.47,286.17,274.63,293.63,291.88,285.69,292.21,274.02,276.1
2.01301E+11,275.02,274.19,284.56,274.37,290.71,288.81,283.44,290.05,272.64,273.59
2.01301E+11,274.41,273.9,282.56,273.51,288.35,287.38,280.76,286.87,273.87,273.09
2.01301E+11,273.91,273.32,281.77,273.51,287.52,286.67,279.82,285.86,273.58,273.55
2.01301E+11,273.51,272.97,280.37,273.61,286.7,284.92,277.85,286.66,273.05,272.85
2.01301E+11,273.33,272.51,279.68,273.43,286.95,285.07,278.63,285.68,267.75,272.6
2.01301E+11,272.95,272.22,279.51,272.57,285.72,283.89,277.99,286.19,267.36,271.87
2.01301E+11,273.42,271.92,278.28,272.43,284.88,283.42,276.9,286.57,269.92,271.92
2.01301E+11,272.07,271.81,277.85,272.08,284.06,283.11,276.13,285.15,269.49,272.09
2.01301E+11,272.57,271.51,277.14,272.46,283.91,281.87,275.55,283.01,268.7,271.71
2.01301E+11,273.27,271.15,276.82,272.27,283.47,282.45,275.18,282.03,268.71,272.81
2.01301E+11,272.51,271.03,277.16,272.66,284.08,282.31,274.51,280.93,269.73,273.15
2.01301E+11,272.77,270.8,277.53,272.63,283.87,282.25,274.65,280.63,269.19,272.44
2.01301E+11,273.17,270.53,276.83,272.82,283.55,281.54,273.71,279.13,269.06,272.21
2.01301E+11,273.54,270.53,277.66,272.67,283.7,283.32,274.97,280.82,271.27,273.59
2.01301E+11,274.28,270.65,277.41,272.83,284.86,285.57,275.32,284.45,273.26,276.66
2.01301E+11,274.73,271.36,280.16,273.32,288.88,291.54,279.88,288.42,275.57,281.09
2.01301E+11,275.9,272.82,283.37,274.35,292.71,294.7,282.41,291.59,277.1,282.79
2.01301E+11,276.35,273.99,285.78,274.05,294.71,295.82,284.56,293.39,278.44,285.57
2.01301E+11,277.09,275.53,287.01,274.32,296.05,297.1,285.13,294.34,279.76,284.43
2.01301E+11,277.73,277.52,288.17,275.27,297.62,296.52,286.48,295.24,280.86,286
2.01301E+11,277.65,278.27,288.94,275.4,297.58,295.35,286.88,295.75,280.97,285.91
2.01301E+11,277.3,278.48,289.2,275.37,296.93,294.34,286.96,296.04,281.01,285.68
2.01301E+11,276.49,277.78,288.29,274.93,294.54,292.25,287.74,294.69,278.62,283.17
2.01301E+11,275.67,276.5,286.63,274.77,292.83,290.16,285.84,292.31,276.22,280.66
2.01301E+11,275.25,274.67,284.95,274.39,290.89,288.16,283.08,289.68,275.31,279.59
2.01301E+11,275.08,273.49,283.54,274.34,289.37,286.98,281.11,287.64,274.46,277.9
2.01301E+11,274.91,272.5,282.12,274.28,287.84,285.8,279.56,285.6,273.6,276.21
2.01301E+11,274.31,271.96,281.25,273.96,286.62,285.01,279.76,285.23,274.26,274.24
2.01301E+11,274.05,271.38,280.34,273.78,286.18,284.99,278.73,283.98,273.66,275.39
2.01301E+11,273.78,270.8,279.42,273.59,285.74,284.96,277.7,282.72,273.05,276.53
2.01301E+11,273.28,270.67,279.2,273.6,284.73,285.12,277.86,282.17,272.36,276.86
2.01301E+11,273.19,270.59,278.33,273.46,284.59,284.62,277.76,282.41,272.08,276.31
2.01301E+11,273.1,270.5,277.45,273.32,284.44,284.11,277.71,282.64,271.8,275.75
2.01301E+11,272.91,270.64,276.83,273.4,284.5,283.45,276.78,282.09,271.45,275.67
2.01301E+11,272.87,270.52,277.21,273.53,283.92,282.7,276.29,280.17,270.01,276.1
2.01301E+11,272.83,270.39,276.62,273.66,283.66,281.75,275.8,278.95,269.15,274.57
2.01301E+11,272.15,271.15,276.99,273.66,277.57,282.43,274.67,279.78,267.72,274.8
2.01301E+11,272.88,270.64,277.36,273.45,284.02,286.09,274.37,282.29,272.15,275.57
2.01301E+11,273.61,270.15,282.15,274.15,284.15,289.95,277.15,281.43,274,278.07
2.01301E+11,273.27,270.09,285.45,274.41,290.22,293.81,278.31,288.31,275.85,280.57
2.01301E+11,280.45,286.68,288.75,283.8,296.28,296.27,284.5,292.58,279.54,283.06
2.01301E+11,279.39,286.54,288.61,283.15,296.32,296.17,284.66,292.89,279.64,283.31
2.01301E+11,279.39,286.54,288.61,283.15,296.32,296.17,284.66,292.89,279.64,283.31
2.01301E+11,278.47,280.38,288.59,279.06,289.15,296.37,288.7,291.9,277.18,278.4
2.01301E+11,277.55,274.21,288.56,274.96,291.15,295.57,287.74,290.9,274.72,273.49
2.01301E+11,277.62,274.99,287.11,275.17,290.15,294.38,289.15,295.15,274.72,282.15
2.01301E+11,277.16,273.79,285.66,274.96,289.24,292.93,286.5,294.15,276.15,280.42
2.01301E+11,276.77,273.18,284.67,274.66,290.39,289.79,284.52,290.49,274.15,278.15
2.01301E+11,276.24,272.29,284.69,274.96,287.51,287.85,284.07,288.16,275.15,276.85
2.01301E+11,276.14,272.88,284.71,274.66,287.25,287.06,280.82,287.84,276.15,275.57
2.01301E+11,276.16,272.11,283.48,274.43,286.91,284.22,280.27,284.07,274.38,269.47
2.01301E+11,275.35,272.81,282.17,274.2,286.56,286.11,280.12,286.96,272.6,273.86
2.01301E+11,274.8,272.04,280.82,274.07,286.31,285.77,279.48,285.79,272.73,273.62
2.01301E+11,274.24,271.27,279.47,273.93,286.06,285.43,278.83,284.62,272.85,273.37
2.01301E+11,274.1,271.2,279.62,273.81,285.79,284.76,277.96,282.83,271.14,272.86
2.01301E+11,273.69,270.99,279.09,273.72,284.85,284.38,277.31,282.25,269.87,271.83
2.01301E+11,273.27,271.06,278.56,273.62,283.91,283.99,276.45,281.66,269.42,270.8
2.01301E+11,273.41,270.79,277.43,273.53,284.39,283.41,276.06,281.63,267.63,271.21
2.01301E+11,273.44,270.92,277.14,273.39,283.49,283.09,275.06,280.31,270.01,271.24
2.01301E+11,273.96,270.76,277.99,273.49,282.59,282.95,276.63,281.24,269.35,270.28
2.01301E+11,273.31,270.7,276.13,273.28,282.72,283.25,274.66,279.41,268,268.87
2.01301E+11,273.31,270.62,276.97,273.57,283.76,285.09,275.59,281.61,270.45,271.77
2.01301E+11,273.31,270.54,277.8,273.86,284.79,286.92,276.52,283.8,272.9,274.66
2.01301E+11,273.76,270.58,280.65,274.43,289.09,291.65,281.06,288.24,275.62,277.48
2.01301E+11,274.74,271.71,283.22,274.92,292.03,294.13,284.01,290.7,277.5,279.24
2.01301E+11,275.72,272.84,285.79,275.4,294.97,296.6,285.9,293.15,279.37,281
2.01301E+11,276.28,274.04,287.12,274.84,296.4,296.94,287.36,295.2,280.56,280.49
2.01301E+11,276.71,275.86,288.21,275.86,298.13,296.79,288.68,296.25,281.77,280.84
2.01301E+11,277.02,276.71,289.3,276.07,298.32,295.85,289,296.81,282.17,280.96
2.01301E+11,276.33,276.88,289.84,276.48,298.04,294.73,289.1,296.79,282.09,278.92
2.01301E+11,276.02,275.68,288.54,275.96,295.84,292.98,287.7,294.45,280.07,276.25
2.01301E+11,275.7,274.47,287.24,275.44,293.64,291.23,286.29,292.11,278.05,273.58
2.01301E+11,275.12,273.43,285.19,274.5,291.34,289.47,284.45,289.76,275.87,272.48
2.01301E+11,275.01,272.77,283.67,274.16,289.5,288.24,282.01,287.88,274.83,271.34
2.01301E+11,274.9,272.1,282.15,273.81,287.65,287.01,281.76,286,273.79,270.2
2.01301E+11,274.82,271.06,280.12,273.69,285.26,284.42,279.95,285.92,273.22,269.81
2.01301E+11,275.74,271.69,279.96,272.26,285.42,285.23,279.51,285,271.66,270.25
2.01301E+11,276.66,272.31,279.79,270.83,285.58,286.03,279.07,284.08,270.1,270.69
2.01301E+11,276.66,272.31,279.79,270.83,285.58,286.03,279.07,284.08,270.1,270.69
2.01301E+11,276.76,272.39,279.72,270.79,285.25,286.78,278.29,283.27,269.43,270.62
2.01301E+11,276.85,272.46,279.65,270.74,284.92,287.53,277.5,282.45,268.76,270.55
2.01301E+11,276.85,272.46,279.65,270.74,284.92,287.53,277.5,282.45,268.76,270.55
2.01301E+11,274.82,270.85,278.54,272.05,283.87,284.62,276.83,282.13,267.53,268.45
2.01301E+11,272.79,269.23,277.43,273.36,282.81,281.71,276.15,281.8,266.3,266.35
2.01301E+11,272.69,269.17,276.92,273.51,282.97,281.35,275.25,281.22,267.83,267.25
2.01301E+11,272.42,269.23,277.39,273.3,284.01,283.41,277.41,283.44,270.11,270.81
2.01301E+11,272.14,269.29,277.86,273.08,285.05,285.46,279.57,285.65,272.38,274.37
2.01301E+11,272.2,270.73,279.4,273.25,288.85,291.79,282.13,290.1,274.59,278.98
2.01301E+11,272.84,273.02,283.8,273.91,293.97,294.91,285.1,293.23,277.26,283.8
2.01301E+11,274.11,274.08,285.23,274.37,296.25,296.81,286.75,294.98,279.07,284.75
2.01301E+11,274.3,275.56,288.3,274.11,298.43,297.28,288.51,298.01,279.62,286.48
2.01301E+11,274.92,277.19,287.68,274.27,298.05,297.15,289.66,297.54,281.51,286.12
2.01301E+11,274.57,277.43,288.6,274.6,296.22,296.65,289.97,298.34,281.95,286.26
2.01301E+11,274.77,277.13,288.57,275.06,296.1,296.09,290.21,298.82,281.99,284.57
2.01301E+11,274.41,275.89,288.01,274.78,295.2,294.69,289.47,296.98,280.19,282.9
2.01301E+11,274.04,274.64,287.44,274.49,294.3,293.28,288.73,295.13,278.38,281.23
2.01301E+11,273.32,273.37,285.13,273.99,291.37,290.84,284.97,292.1,276.32,280.26
2.01301E+11,273.12,272.88,283.45,273.84,289.6,289.56,283.1,290.61,275.87,280.13
2.01301E+11,272.91,272.39,281.77,273.69,287.82,288.28,281.23,289.12,275.41,280
2.01301E+11,273.22,270.37,279.97,273.61,285.09,286.45,274.62,289.62,273.71,282.04
2.01301E+11,274.33,271.98,279.99,272.13,285.73,286.75,280.83,287.39,271.93,277.44
2.01301E+11,275.43,273.59,280.01,270.65,286.37,287.04,280.63,285.16,270.14,272.84
2.01301E+11,275.43,273.59,280.01,270.65,286.37,287.04,280.63,285.16,270.14,272.84
2.01301E+11,275.82,274.16,280.02,271.44,285.37,286.71,279.36,283.76,269.56,272.71
2.01301E+11,275.82,274.16,280.02,271.44,285.37,286.71,279.36,283.76,269.56,272.71
2.01301E+11,275.82,274.16,280.02,271.44,285.37,286.71,279.36,283.76,269.56,272.71
2.01301E+11,272.03,269.51,277.71,272.42,284.3,282.77,277.68,283.1,271.03,275.75
2.01301E+11,271.81,269.47,277.3,272.16,284.01,283.43,276.36,281.47,271.74,275.92
2.01301E+11,271.86,269.4,277.21,272.19,283.63,281.45,275.36,281.13,270.86,273.98
2.01301E+11,271.57,269.86,277.88,271.61,283.25,282.85,275.95,283.9,273.94,276.96
2.01301E+11,271.65,269.23,278.32,271.66,283.45,287.89,278.05,287.42,275.09,281.2
2.01301E+11,272.47,271.1,281.42,272.24,287.92,292.03,282.28,290.42,277.19,284.28
2.01301E+11,273.27,272.75,284.93,272.72,292.91,295.53,284.94,293.05,279.78,289.5
2.01301E+11,274.01,273.8,285.92,273.56,295.6,298.28,287.4,295.32,281.35,289.8
2.01301E+11,274.9,275.15,286.15,274.47,297.79,299.71,288.5,297.07,282.66,290.15
2.01301E+11,276.07,276.15,287.26,275.72,298.35,299.47,290,297.94,284.34,290.11
2.01301E+11,276.34,276.57,287.78,276.23,298.69,298.57,290.28,298.56,284.79,290.07
2.01301E+11,276.2,276.79,287.43,276.8,297.04,296.45,290.4,298.6,284.62,288.64
2.01301E+11,275.59,276.02,286.65,276.79,294.56,294.61,289.79,297.44,283.06,283.57
2.01301E+11,275.27,274.78,285.9,276.12,292.67,292.87,288.56,295.7,281.44,279.88
2.01301E+11,275.29,274.03,284.61,275.88,290.27,290.52,284.85,292.59,279.35,280.84
2.01301E+11,275.32,273.53,283.85,275.25,289.06,289.57,282.46,290.08,277.25,278.49
2.01301E+11,275.35,272.96,283.09,275.07,287.84,288.62,280.99,287.57,276.49,276.14
2.01301E+11,275.36,272.96,282.69,275.5,286.54,287.89,281.48,287.86,276.78,275.89
2.01301E+11,275.41,273.17,282.52,275.8,286.22,287.44,281.09,287.12,275.99,276.93
2.01301E+11,275.45,273.37,282.34,276.09,285.9,286.99,280.7,286.37,275.2,277.97
2.01301E+11,275.56,273.66,282.35,276.32,285.8,287.4,279.42,285.11,275.76,275.79
2.01301E+11,275.7,273.49,282.35,276.19,285.64,287.77,278.17,284.79,275.22,276.19
2.01301E+11,275.83,273.32,282.35,276.93,285.47,288.13,278.02,284.47,274.62,276.58
2.01301E+11,275.71,273.49,282.4,276.36,286.09,288.2,278.84,283.49,272.47,277.55
2.01301E+11,275.88,273.49,281.98,276.89,286.09,288.33,278.28,282.92,272.84,277.53
2.01301E+11,276.04,273.48,281.56,277.41,286.08,288.46,277.71,282.35,273.21,277.5
2.01301E+11,275.87,273.83,281.75,277.78,286.03,288.95,277.99,282.55,271.17,278.33
2.01301E+11,276.06,273.75,282.01,278.07,287.06,289.87,277.77,284.77,275.01,279.45
2.01301E+11,276.25,273.67,282.27,278.35,288.08,290.79,278.84,286.99,274.94,280.56
2.01301E+11,276.61,273.86,283.09,278.45,290.94,294.3,279.54,289.45,277.79,282.57
2.01301E+11,276.82,274.27,283.69,278.62,293.01,295.12,283.01,291.67,279.88,283.87
2.01301E+11,277.02,274.68,284.28,278.79,295.07,295.93,286.48,293.89,281.97,285.17
2.01301E+11,277.73,274.63,284.56,278.49,296.41,295.44,288.11,295.87,283.62,286.1
2.01301E+11,277.76,274.36,284.41,278.23,296.15,295.77,288.68,297.22,284.7,286.13
2.01301E+11,277.78,274.09,284.26,277.96,295.88,296.09,289.25,298.56,285.77,286.16
2.01301E+11,277.72,273.97,283.72,277.74,294.9,294.87,290,298.92,285.35,284.12
2.01301E+11,277.69,273.94,283.77,277.77,293.87,294.07,289.14,296.84,283.18,282.82
2.01301E+11,277.65,273.91,283.82,277.79,292.84,293.26,287.66,294.75,281,281.51
2.01301E+11,277.7,273.79,283.82,278.01,291.47,291.92,286.74,293,278.32,280.75
