Username,Timestamp,Events,Time Spent,Time Helped
173,3/10/2017 10:03,PROJ1,3,Did not know that functions do not need pseudocode yet.
227,3/10/2017 10:04,PROJ1,5,Needed clarification of what function headers should look like.
173,3/10/2017 10:04,PROJ1,3,requested again
137,3/10/2017 10:26,OTHERS,1,Wanted to know how you would calculate triangular numbers..?
292,3/10/2017 10:27,PROJ1,4,Confused about how detailed her pseudocode should be.
227,3/10/2017 10:36,PROJ1,5,"Had an obnoxious amount of #'s and was wondering if that was OK."""""
329,3/10/2017 10:37,PROJ1,5,Wanted to know whether or not the functions needed pseudocode.
173,3/10/2017 10:45,PROJ1,2,Was initializing functions inside of main.
292,3/10/2017 11:08,PROJ1,4,Wanted me to check on the pseudocode in their main() function.
264,3/10/2017 11:12,PROJ1,3,was confused about level of detail needed in design
242,3/10/2017 11:17,PROJ1,4,"Taught him about \t"""""
173,3/10/2017 11:24,PROJ1,3,Wanted to know if you need to write the function calls in main().
261,3/10/2017 11:29,LAB6,5,lab 5 help
232,3/10/2017 11:34,PROJ1,2,Did not know what the design document was for.
143,3/10/2017 11:43,PROJ1,2,Wanted clarification about how detailed pseudocode should be.
245,3/10/2017 11:45,PROJ1,5,Unsure about his pseudocode. 
358,3/10/2017 11:52,PROJ1,5,"Wanted to know if he could deviate"" from the example design."""
245,3/10/2017 12:06,PROJ1,1,office hours over
262,3/10/2017 13:56,PROJ1,4,Help with how to structure design doc and functions
135,3/10/2017 13:58,PROJ1,2,need help getting started with triangle numbers
184,3/10/2017 14:00,PROJ1,3,wasn't sure how some functions given interacted with each other
160,3/10/2017 14:06,PROJ1,4,wasn't sure about when and how getValidInt() was called in main
276,3/10/2017 14:18,PROJ1,4,question about how many different fuctions needed
313,3/10/2017 14:27,PROJ1,5,Question about detail required on design document
143,3/10/2017 14:42,PROJ1,4,making sure that all functions needed were in the design document
108,3/10/2017 14:50,PROJ1,2,Help with how to approach the design document
261,3/10/2017 14:51,HW3,5,going back over an old homework
261,3/10/2017 15:04,HW3,5,help with old hw (number boxes)
262,3/10/2017 15:14,PROJ1,1,Question about powerpoint 
261,3/10/2017 15:26,HW4,5,help with old hw (passwprd)
108,3/10/2017 15:28,OTHERS,2,Needed clarification of main 
171,3/10/2017 15:45,PROJ1,2,Needed to add fuction headers and flush out main
108,3/10/2017 15:51,OTHERS,3,design - main
297,3/10/2017 16:12,PROJ1,2,help with functions (project)
157,3/10/2017 16:22,PROJ1,3,design questions
152,3/10/2017 16:30,PROJ1,2,input only takes 1 argument (unlike print)
297,3/10/2017 16:42,PROJ1,1,actual vs formal parameters
227,3/13/2017 10:05,PROJ1,5,sumDivisors code
354,3/13/2017 10:05,PROJ1,5,comprehending how main is supposed to work
278,3/13/2017 10:08,PROJ1,5,help with getValidInt
227,3/13/2017 10:26,PROJ1,2,not understanding sumDivisors and how it works with isPrime and isPerfect
278,3/13/2017 10:41,PROJ1,5,problems understanding how getValidInt works
227,3/13/2017 10:43,PROJ1,2,problems with tabs
334,3/13/2017 11:17,PROJ1,5,"Wanted to know when lab7 comes out. Wanted to know if it was ok to return Odd/Even"" instead of True/False"""
174,3/13/2017 11:24,LAB7,2,Needed help understanding formal parameters and return statements
278,3/13/2017 11:28,OTHERS,3,Needed help understanding why loop wasnt working and how to fix it
334,3/13/2017 11:40,PROJ1,5,Input validation question
242,3/13/2017 11:49,PROJ1,4,Wanted help with input validation
174,3/13/2017 12:22,LAB7,2,Not during when office hours were being held (form should have been closed)
121,3/13/2017 13:01,PROJ1,5,Needed clarification on when to use constants and comments
334,3/13/2017 13:10,OTHERS,3,Wanted verification on how triangular function should work.
334,3/13/2017 13:29,PROJ1,1,Wanted to create a list of numbers in the range of the user
138,3/13/2017 13:31,PROJ1,4,Needed help on where to start coding
138,3/13/2017 14:01,PROJ1,3,pointed her to lab 6 for getValidInt()
316,3/13/2017 14:19,PROJ1,3,help with isolating whole part of a number for checking if square
369,3/13/2017 14:35,PROJ1,5,Wanted to know if his function headers were correct or not.
174,3/13/2017 14:45,LAB7,2,Question about parameters and how to pass things into a function
135,3/13/2017 15:01,PROJ1,5,How to call functions with variables from previous functions 
174,3/13/2017 15:04,LAB7,2,Lab 7 questions 
253,3/13/2017 15:04,PROJ1,2,Move and copy commands
369,3/13/2017 15:10,OTHERS,2,When to use tuples and why 
174,3/13/2017 15:20,LAB7,1,Syntax error (Variable spelling)
253,3/13/2017 15:32,PROJ1,2,How to test functions (calling and returns) and line wrapping
133,3/13/2017 15:37,OTHERS,2,Going over review guide
107,3/13/2017 15:43,PROJ1,3,Calling functions and returns 
253,3/13/2017 15:57,PROJ1,2,Sentinel loops for input validation 
107,3/13/2017 16:05,PROJ1,2,Logic for isPrime()
329,3/13/2017 16:39,PROJ1,3,wanted help translating his pseudocode to actual code
278,3/15/2017 10:01,PROJ1,4,iterating through lists with counter correctly
306,3/15/2017 10:05,LAB7,4,problem with double while loop and comparing words instead of indexes 
112,3/15/2017 10:06,LAB7,2,lab 7 - getting individual charcters
262,3/15/2017 10:06,PROJ1,4,help with functions
221,3/15/2017 10:09,Midterm,4,finding errors in code
142,3/15/2017 10:09,PROJ1,4,Help with isPrime
354,3/15/2017 10:11,LAB7,5,index of range with while loop
112,3/15/2017 10:23,LAB7,2,double indexing
278,3/15/2017 10:23,PROJ1,4,problems returning flase 
142,3/15/2017 10:30,PROJ1,4,understanding how to loop
354,3/15/2017 10:32,LAB7,2,understanding loops
221,3/15/2017 10:39,Midterm,3,exam review - magic numbers
174,3/15/2017 10:45,LAB7,2,
221,3/15/2017 10:46,PROJ1,2,newline char and porject formatting
155,3/15/2017 10:46,PROJ1,3,
278,3/15/2017 10:47,PROJ1,4,algorithm help
137,3/15/2017 10:59,LAB7,4,Lab 7 double while loop help 
306,3/15/2017 11:05,LAB7,4,Lab 7 concatenation
329,3/15/2017 11:17,LAB7,3,Lab 7 walk through and isDivisor/sum Divisor walk through 
137,3/15/2017 11:18,LAB7,4,Double Indexing
155,3/15/2017 11:18,PROJ1,3,Question about project 1 output
155,3/15/2017 11:18,PROJ1,3,student left
221,3/15/2017 11:19,PROJ1,2,Question on project coding standards
174,3/15/2017 11:25,LAB7,2,Double Indexing
278,3/15/2017 11:27,PROJ1,5,Googlling formula for triangle nums
268,3/15/2017 11:30,PROJ1,3,Double Indexing
137,3/15/2017 11:48,LAB7,4,student left
310,3/15/2017 11:48,PROJ1,5,Confirming coding standards
130,3/15/2017 12:06,OTHERS,3,"Lots of stuff, in serious trouble"
261,3/15/2017 12:14,Midterm,2,Exam Review Sheet
268,3/15/2017 12:20,LAB7,1,Counter PLacement inside while loops
110,3/15/2017 12:29,PROJ1,3,Forgot about mod
310,3/15/2017 12:31,OTHERS,4,Coding standards
237,3/15/2017 12:37,LAB7,3,Counter Placement inside loops
297,3/15/2017 12:38,PROJ1,3,Bad logic in his Math comparisons
174,3/15/2017 12:42,OTHERS,1,was already g2g
357,3/15/2017 12:47,PROJ1,5,How to do triangular numbers and how to do perfects
297,3/15/2017 13:19,PROJ1,2,Needed help with creating the logic behind finding a square number
169,3/15/2017 13:29,PROJ1,3,Wasn't in bash
262,3/15/2017 13:34,PROJ1,4,Needed help with creating the logic behind finding a triangular number
357,3/15/2017 13:36,PROJ1,5,Needed help understanding syntax error
130,3/15/2017 13:46,OTHERS,2,
262,3/15/2017 14:05,PROJ1,5,Isperfect walk through 
118,3/15/2017 14:10,PROJ1,5,Infinite while loops everywhere
120,3/15/2017 14:36,LAB7,2,Needed help with nested while loop
135,3/15/2017 14:41,PROJ1,4,Figured it out/Table header clarification 
138,3/15/2017 14:53,LAB7,5,Tools to do lab 7
138,3/15/2017 14:54,LAB7,2,requested again
184,3/15/2017 14:58,LAB7,3,Nested while loop 
118,3/15/2017 15:02,PROJ1,5,requested again
151,3/15/2017 15:06,PROJ1,4,Now needed help with isPrime()
143,3/15/2017 15:14,LAB7,3,List Index out of range 
274,3/15/2017 15:19,PROJ1,5,needed someone to talk to
297,3/15/2017 15:20,PROJ1,2,Told him to look at hailstone project to see how to see if a number is divisible by another
285,3/15/2017 15:31,PROJ1,5,not here
138,3/15/2017 15:38,LAB7,3,wasn't sure how function parameters could have new variable names
305,3/15/2017 15:39,LAB7,2,double indexing and strings as lists
110,3/15/2017 15:47,PROJ1,4,Lining up with \t
143,3/15/2017 15:48,LAB7,5,code blocks & nested while loops
138,3/15/2017 15:48,LAB7,3,Repeat
138,3/15/2017 15:49,PROJ1,5,Repeat
135,3/15/2017 15:53,PROJ1,3,"is printing out all numbers, wanted to know how to tell if they were odd"
305,3/15/2017 16:04,LAB7,2,Wanted help understanding tha lab
297,3/15/2017 16:07,PROJ1,2,return statements in strange places
107,3/15/2017 16:14,PROJ1,3,needed help through math logic
184,3/15/2017 16:15,LAB7,3,double indexing and strings as lists
305,3/15/2017 16:16,LAB7,3,Wanted help with lab
340,3/15/2017 16:16,PROJ1,4,needed someone to talk to
151,3/15/2017 16:16,PROJ1,2,Needed help with syntax and understanding how string literals worked
143,3/15/2017 16:24,LAB7,5,index out of bounds help
142,3/15/2017 16:24,PROJ1,4,function params
138,3/15/2017 16:28,PROJ1,3,"Helped previously, not here anymore"
106,3/15/2017 16:37,PROJ1,2,tried using variable in another function
305,3/15/2017 16:53,PROJ1,5,student left
151,3/16/2017 12:02,PROJ1,3,Help with return value
310,3/16/2017 12:03,OTHERS,5,"Review for the midterm, what are the control structures"
138,3/16/2017 12:10,PROJ1,4, Sum divisors was adding incorrectly
151,3/16/2017 12:17,PROJ1,2,Syntax Errors naming parameters and then using them
118,3/16/2017 12:20,PROJ1,5,Help with sum divisors
135,3/16/2017 12:22,LAB7,3,Help with calling functions
357,3/16/2017 12:26,OTHERS,5,Some small bugs in program
334,3/16/2017 12:31,PROJ1,5,Help with spacing the print statement
313,3/16/2017 12:43,OTHERS,5,Needed help with reveiw guide
151,3/16/2017 12:43,PROJ1,2,Bugs
112,3/16/2017 12:52,PROJ1,3,Wasn't sure how return true corresponded to number being even
138,3/16/2017 12:53,PROJ1,4,Print statements werent lining up
334,3/16/2017 12:58,PROJ1,5,requested again
184,3/16/2017 13:03,PROJ1,3,<<<<<<<<<<<<<<<<< ANOTHER TA HELP
357,3/16/2017 13:07,OTHERS,1,tab problem
135,3/16/2017 13:12,PROJ1,3,stuent left
151,3/16/2017 13:14,PROJ1,3,problems with not thinking through the assignment
310,3/16/2017 13:15,LAB7,5,student left
232,3/16/2017 13:19,LAB7,5,troubl e with double indexing in lab
151,3/16/2017 13:30,PROJ1,3,requested again
332,3/16/2017 13:33,PROJ1,5,student left
121,3/16/2017 13:33,PROJ1,5,formatting problems
130,3/16/2017 13:44,OTHERS,3,
112,3/16/2017 13:56,PROJ1,2,problem conceptualizing is Divisor
232,3/16/2017 14:13,LAB7,5,requeetsed again
339,3/16/2017 14:20,OTHERS,5,formatting problems
151,3/16/2017 14:31,PROJ1,3,lots of errors
131,3/16/2017 14:33,PROJ1,3,How to deal with special cases on isPrime
155,3/16/2017 14:43,LAB7,5,Lab 7 nested loop problems
306,3/16/2017 14:50,PROJ1,4,help understanding the idea of helper functions
169,3/16/2017 15:04,LAB7,3,
232,3/16/2017 15:05,LAB7,3,Wasn't resetting a counter
112,3/16/2017 15:08,PROJ1,3,student left
297,3/16/2017 15:09,PROJ1,5,needed help with isDivisor()
151,3/16/2017 15:17,PROJ1,3,student left
171,3/16/2017 15:21,PROJ1,3,Student left
130,3/16/2017 15:23,PROJ1,2,
306,3/16/2017 15:24,PROJ1,5,Wasn't sure how to pass parameters to functions store values returned.
116,3/16/2017 15:26,LAB7,3,lab 7 gameplan
208,3/16/2017 15:33,PROJ1,5,needed help getting numbers into list
350,3/16/2017 15:38,OTHERS,4,student left
232,3/16/2017 15:45,LAB7,5,Same exact question. Solved with other question.
179,3/16/2017 15:50,LAB7,3,Lab 7 help
310,3/16/2017 15:52,LAB7,5,student left
297,3/16/2017 15:55,PROJ1,5,Wasn't passing correct parameter to function
106,3/16/2017 15:59,PROJ1,3,Had logic errors for isDivisor()
107,3/16/2017 15:59,PROJ1,2,"Needed help with casting int to string, and formatting help"
364,3/16/2017 16:03,LAB7,5,Needed help with lab and understanding what to do
306,3/16/2017 16:05,PROJ1,5,"Didn't realize she needed to write print(num"") each time."""
179,3/16/2017 16:10,LAB7,4,requested again
305,3/16/2017 16:19,PROJ1,3,???
130,3/16/2017 16:23,PROJ1,3,requested again
305,3/16/2017 16:34,PROJ1,3,???
253,3/16/2017 16:37,LAB7,3,needed help looping through letters in a list of strings
358,3/16/2017 16:38,PROJ1,4,Needed help with formatting questions and outputs
179,3/16/2017 16:39,PROJ1,4,student left
329,3/16/2017 16:54,PROJ1,2,student left
169,3/16/2017 16:56,LAB7,4,"has tons of errors, wanted to know how to do sum divisor"
260,3/16/2017 17:03,PROJ1,2,student left
128,3/16/2017 17:08,PROJ1,5,
137,3/16/2017 17:09,PROJ1,3,student left
292,3/16/2017 17:15,PROJ1,4,variable undefined
280,3/16/2017 17:20,LAB7,2,"was going through and printing the [ ] and , as part of the upper case str"
171,3/16/2017 17:23,PROJ1,2,"input string concatenation, was using ,s"
329,3/16/2017 19:10,PROJ1,5,.
176,3/16/2017 19:14,PROJ1,1,
226,3/16/2017 19:17,OTHERS,1,
176,3/16/2017 19:49,PROJ1,1,
278,3/17/2017 10:43,PROJ1,5,function arguments
151,3/17/2017 10:44,OTHERS,4,Forgot to remove troubleshooting print statement
169,3/17/2017 10:44,LAB7,3,execution of indented code confusion
305,3/17/2017 10:44,PROJ1,3,triangular and square
227,3/17/2017 10:44,PROJ1,5,Print Pretty Question
130,3/17/2017 10:48,PROJ1,3,Helper functions usage
296,3/17/2017 10:48,PROJ1,4,isPrime help - using isDivisor
170,3/17/2017 10:52,PROJ1,5,wanted to know if he should be following design document
266,3/17/2017 10:53,PROJ1,5,triangular numbers
143,3/17/2017 11:01,PROJ1,5,didnt want to return bools from functions
292,3/17/2017 11:06,PROJ1,5,Help with main
151,3/17/2017 11:09,OTHERS,2,all sorts of namespace issues
137,3/17/2017 11:09,PROJ1,5,calling functions within while loop
278,3/17/2017 11:14,PROJ1,5,indentation confusions
305,3/17/2017 11:19,PROJ1,3,function arguments
143,3/17/2017 11:21,PROJ1,5,math help-- finding square numbers
329,3/17/2017 11:23,PROJ1,3,debugging 101
137,3/17/2017 11:24,PROJ1,5,student left
296,3/17/2017 11:26,PROJ1,4,inifinite loop in isPrime and starting isTriangular
266,3/17/2017 11:29,PROJ1,1,student left
169,3/17/2017 11:31,PROJ1,2,student left
260,3/17/2017 11:36,PROJ1,2,student left
130,3/17/2017 11:42,PROJ1,2,student left
305,3/17/2017 11:42,PROJ1,3,help with prime
122,3/17/2017 11:43,PROJ1,2,Student left
151,3/17/2017 11:45,OTHERS,3,
292,3/17/2017 11:50,PROJ1,4,student left
120,3/17/2017 11:50,PROJ1,5,help with isPrime
151,3/17/2017 14:04,OTHERS,2,requested again
135,3/17/2017 14:04,LAB7,3,Lab help
124,3/17/2017 14:04,PROJ1,5,Spacing
184,3/17/2017 14:04,PROJ1,3,trying to get both start val and stop val in getValidInt
305,3/17/2017 14:04,PROJ1,3,Student needed help with print functions.
262,3/17/2017 14:04,PROJ1,5,fixing getValidInt and lining up numbers in table
268,3/17/2017 14:04,PROJ1,3,syntax in sumDivisors and logic in getValidInt
354,3/17/2017 14:05,PROJ1,5,isPrime function
157,3/17/2017 14:05,PROJ1,2,needs to redo structure to match design
329,3/17/2017 14:05,PROJ1,5,Requested again
124,3/17/2017 14:05,PROJ1,5,Student left
120,3/17/2017 14:05,PROJ1,5,Student left
297,3/17/2017 14:05,PROJ1,4,help with algorithm for triangular
108,3/17/2017 14:06,PROJ1,4,needed help with printTableLine (explaining idea)
303,3/17/2017 14:07,PROJ1,3,Help with structure of assignment 
346,3/17/2017 14:08,LAB7,3,Student left
143,3/17/2017 14:10,PROJ1,5,help with tabbing
296,3/17/2017 14:13,OTHERS,3,understanding triangular 
187,3/17/2017 14:14,PROJ1,2,student left
142,3/17/2017 14:23,PROJ1,5,student left
305,3/17/2017 14:23,PROJ1,4,Help with sumDivisors
174,3/17/2017 14:26,PROJ1,2,getting is prime to work 
269,3/17/2017 14:28,OTHERS,3,Weirdest print formating error ever. Ask me about it maybe?
337,3/17/2017 14:30,PROJ1,2,Needed help with how to return multiple variables.
151,3/17/2017 14:31,PROJ1,4,isPrime function
329,3/17/2017 14:38,PROJ1,3,Logic Issues
305,3/17/2017 14:52,PROJ1,4,Needed help printing 
215,3/17/2017 14:54,PROJ1,5,"Needed help with lining up, and a few weird errors"
262,3/17/2017 15:02,PROJ1,5,
130,3/17/2017 15:04,PROJ1,3,questions about commenting
120,3/17/2017 15:05,PROJ1,5,Question about is perfect
184,3/17/2017 15:07,PROJ1,3,
105,3/17/2017 15:08,PROJ1,4,main helo
157,3/17/2017 15:09,PROJ1,2,help with main
135,3/17/2017 15:11,PROJ1,3,fixed syntax errors in proj and logic in lab 7
108,3/17/2017 15:15,PROJ1,4,Needed help with perfect (thought it was bool)
297,3/17/2017 15:15,PROJ1,3,help with structure of triangular
131,3/17/2017 15:17,PROJ1,5,printing
162,3/17/2017 15:17,PROJ1,4,Needed help with tabs
174,3/17/2017 15:29,PROJ1,2,wasn't indenting things into while loop
296,3/17/2017 15:31,OTHERS,4,Needed help with prime
105,3/17/2017 15:31,PROJ1,5,input help. 
305,3/17/2017 15:31,PROJ1,4,help with sumDivisors
303,3/17/2017 15:33,PROJ1,3,Needed help with prime function.
152,3/17/2017 15:35,PROJ1,2,Clarification about coding standards 
232,3/17/2017 15:46,PROJ1,5,Help with triangular 
171,3/17/2017 15:48,PROJ1,4,helped with isPrime
112,3/17/2017 15:51,PROJ1,5,Needed help understanding how sumDivisors helps with perfect function
354,3/17/2017 15:53,PROJ1,4,returning from isPerfect
329,3/17/2017 15:56,PROJ1,5,student Left
136,3/17/2017 16:09,PROJ1,5,Wanted assurance that his code looked up to standards and wasn't too long. it wasnt 
157,3/17/2017 16:12,LAB7,1,Wasn't resetting letter counter at start of each word
297,3/17/2017 16:13,OTHERS,3,Tableline issues 
262,3/17/2017 16:13,PROJ1,5,"Was comparing count < num, not count <= num"
105,3/17/2017 16:14,PROJ1,5,
174,3/17/2017 16:20,PROJ1,2,helping with is prime and following design specifications
120,3/17/2017 16:22,PROJ1,5,isTriangular and printTableLine
171,3/17/2017 16:27,PROJ1,3,Needed help with calling sumDivisors()
260,3/17/2017 16:34,PROJ1,2,Help with triangular 
296,3/17/2017 16:35,OTHERS,4,Needed help flipping return statements
354,3/17/2017 16:36,PROJ1,3,
157,3/17/2017 16:36,PROJ1,3,Didn't know to call numDivisor()
228,3/17/2017 16:36,PROJ1,4,wasn't assigning function calls into a variable
162,3/17/2017 16:40,PROJ1,2,NO (nevermind?)
112,3/17/2017 16:40,PROJ1,3,Print formatting
303,3/17/2017 16:42,PROJ1,3,fixed minor errors in check for perfect and is square
304,3/17/2017 16:44,LAB7,5,had to reset counter
296,3/17/2017 16:45,OTHERS,5,
171,3/17/2017 16:45,PROJ1,3,
174,3/17/2017 16:47,PROJ1,2,Was confusing a list and a total
232,3/17/2017 16:54,PROJ1,2,confused about actual and formal parameters
105,3/17/2017 16:56,PROJ1,5,
108,3/17/2017 16:57,PROJ1,4,not here
261,3/27/2017 15:01,OTHERS,2,Was on linux not windows
261,3/27/2017 15:18,PROJ1,5,Needed help with the print order 
261,3/28/2017 14:58,PROJ1,3,ihelp wtih sPrime
261,3/28/2017 15:39,PROJ1,2,isDivisor
261,3/28/2017 18:39,PROJ1,5,needed help with main/confusion on project 1
261,3/28/2017 19:28,PROJ1,3,confused on divisor question
130,3/29/2017 12:59,OTHERS,2,Wanted review on class material about tuples
130,3/29/2017 13:25,OTHERS,2,Wanted review on class material about lists
261,3/29/2017 15:12,PROJ1,4,If else returns in while loops 
261,3/29/2017 16:04,PROJ1,3,Wasnt understanding what sumdivisors was doing and how it applied to perffect numbers
334,3/30/2017 13:20,OTHERS,3,Wanted to know the difference between shallow/deep copies
184,3/31/2017 14:04,HW5,2,Help with understand where the return value goes
130,3/31/2017 16:00,HW5,2,"Making functions from given headers, using tuples"
120,4/3/2017 14:26,HW5,4,figuring out how functions in part 2 interact
120,4/3/2017 15:06,HW5,2,Not incrementing the counter in a while loop 
369,4/3/2017 15:14,HW5,3,Constants on the grocery list problem 
120,4/3/2017 15:32,HW5,2,"Really messy checks, had her rewrite "
357,4/4/2017 12:32,HW5,3,Needed to refresh HW document for updates
151,4/4/2017 12:34,HW5,2,Needed help access items from a tuple
151,4/4/2017 13:09,HW5,2,Missing a )
334,4/4/2017 13:10,HW5,5,Missing a )
151,4/4/2017 13:18,HW5,2, redefined points in function instead of using formal parameters
130,4/4/2017 13:19,OTHERS,2,
120,4/4/2017 13:20,HW5,4,
302,4/4/2017 13:43,LAB8,3,lab 8 help - 2d list
151,4/4/2017 13:56,HW5,3,Rubber Duck
130,4/4/2017 14:08,OTHERS,2,lab 8 and hw5
357,4/4/2017 14:21,HW5,4,How helper function works
357,4/4/2017 14:49,HW5,1,hw5 - printing 2d lists
297,4/4/2017 15:11,HW5,2,hw5 - checking proper
137,4/4/2017 15:38,HW5,3,working with tuples
346,4/4/2017 15:55,HW5,3,office hours over
335,4/4/2017 19:28,OTHERS,2,Had questions about part 3 of hw 5
335,4/4/2017 19:53,OTHERS,2,
306,4/5/2017 10:02,HW5,4,"Distance eqn wasn't working for unknown reason, debugging strategies"
130,4/5/2017 10:26,HW5,2,confusion on calling function within while loop
130,4/5/2017 10:50,HW5,2,directed her to lab 08 part 1A
306,4/5/2017 11:59,HW5,4,help with hw5 functions
262,4/5/2017 12:12,HW5,3,tuples
233,4/5/2017 13:05,HW5,2,nevermind
138,4/5/2017 15:02,HW5,3,Help with tuple and double while loop to access 2D list
278,4/5/2017 15:03,HW5,5,How to use tuples part 1 and loop to check for the endings part 2
135,4/5/2017 15:03,HW5,3,Trouble calling functions
124,4/5/2017 15:06,HW5,5,int object not subsricptable 
184,4/5/2017 15:08,HW5,3,Confusion about helper functions
138,4/5/2017 15:19,LAB8,3,Just too many variables and it got confusing 
124,4/5/2017 15:39,HW5,5,#VALUE!
184,4/5/2017 16:02,HW5,2,General structure of homework
358,4/5/2017 16:43,HW5,5,Confused by what some of the functions were supposed to be doing
346,4/5/2017 16:47,HW5,4,Didn't understand how to initialize tuples
130,4/6/2017 12:00,HW5,3,Help with how to do check common endings
137,4/6/2017 12:01,HW5,3,Help with check common endings
260,4/6/2017 12:06,HW5,2,"Help with part 1, wasn't casting to int"
316,4/6/2017 12:12,HW5,3,Werid 2-D List copying
171,4/6/2017 12:17,HW5,3,Returning values from a function
297,4/6/2017 12:17,LAB8,3,Lab8
184,4/6/2017 12:18,HW5,3,Confused by check common endings
237,4/6/2017 12:18,HW5,2,
151,4/6/2017 12:24,HW5,3,Confused by check common endings
262,4/6/2017 12:25,HW5,3,Confused by check common endings
110,4/6/2017 12:25,HW5,4,Functions weren't complex enough for part 3
130,4/6/2017 12:34,HW5,2,Student left
221,4/6/2017 12:44,HW5,3,uestion about flow of part 2
260,4/6/2017 12:57,HW5,2,Used flag varible for first function of part 2 to solve logic error
130,4/6/2017 13:07,HW5,3,requested again
237,4/6/2017 13:21,HW5,3,use python3 and dont have empty  functions
184,4/6/2017 13:51,HW5,3,Hw5 working with return values
137,4/6/2017 13:55,HW5,2,problem with index going out of range due to if - if statement insteaad of if elif
292,4/6/2017 13:57,HW5,4,tuples
260,4/6/2017 14:11,HW5,2,main hw5 pt3
346,4/6/2017 14:27,HW5,4,problem with while loop ocntinuing after finds correct end
130,4/6/2017 14:27,HW5,2,
151,4/6/2017 14:28,HW5,2,
137,4/6/2017 14:28,HW5,3,student left (wifi out)
173,4/6/2017 14:39,HW5,2,student left (wifi out)
302,4/6/2017 15:24,HW5,3,couldnt figure out divide by zero error
316,4/6/2017 15:27,HW5,2,asking if there is a simple way to print out stuff in part 3
356,4/6/2017 15:34,HW5,3,indexing issue (didnt know what type of value was actually being compared)
329,4/6/2017 15:35,HW5,2,help with tuple syntax
137,4/6/2017 15:36,HW5,4,function calling question
302,4/6/2017 15:56,HW5,2,how to do exponents
130,4/6/2017 15:58,HW5,2,general design questions about the homework
356,4/6/2017 16:02,HW5,3,wanted to make sure she was checking for word endings correctly
137,4/6/2017 16:07,HW5,2,wasn't sure how helper function would be called in code
302,4/6/2017 16:15,HW5,4,didn't really understand how tuples work
137,4/6/2017 16:20,HW5,2,small syntax errors on part 3
169,4/6/2017 16:28,HW5,4,function parameter passing issues
297,4/6/2017 16:32,HW5,2,"didn't answer when called, may not have heard me but like idk?? I called three times"
184,4/6/2017 16:33,HW5,3,didn't know how 2D list really worked
121,4/6/2017 16:36,HW5,5,general design questions about the homework
329,4/6/2017 16:37,HW5,3,"really didn't know what he was doing tbh, wasn't great at listening either"
137,4/6/2017 16:38,HW5,3,double-indexing
130,4/6/2017 16:46,HW5,3,using function return values as conditions
302,4/6/2017 16:57,HW5,2,needed to explain helper function descriptions
183,4/6/2017 17:03,HW5,4,"needed to take academic integrity q/uiz first, will resumbit problem when done"
169,4/6/2017 17:03,HW5,3,"referenced var before assignemnt, only assignedd in an if"
137,4/6/2017 17:04,HW5,3,wasn't resetting variable in while loop- nested whiles
184,4/6/2017 17:09,HW5,2,appending into 2d list
297,4/6/2017 17:09,HW5,3,organizing part 2 into funcitons
329,4/6/2017 17:14,HW5,4,needed help with while logic
130,4/6/2017 17:21,HW5,3,needed guidance on functions
183,4/6/2017 17:21,HW5,4,needed help on functions in general
169,4/6/2017 17:25,HW5,2,"infinite loop, never reassigns value"
356,4/6/2017 17:36,HW5,3,"student left (literally was leaving as I called her, she said it's fine)"
260,4/7/2017 10:04,HW5,2,infintely loops
302,4/7/2017 10:04,HW5,3,problem returning
227,4/7/2017 10:04,HW5,5,problem with infinitely loop
215,4/7/2017 10:10,HW5,5,logic problem
296,4/7/2017 10:14,HW5,3,missing return function
260,4/7/2017 10:27,HW5,2,needed help with more than one parameter in input
292,4/7/2017 10:29,HW5,5,needed help with isSameEnd but more just wanted a check of if it works
302,4/7/2017 10:39,HW5,3,needed heko with isSameEnd - not understanding what its supposed to do
130,4/7/2017 10:43,HW5,2,algorithm problem
292,4/7/2017 10:44,HW5,2,problem with is same end
174,4/7/2017 10:46,HW5,2,2D List
296,4/7/2017 10:54,HW5,3,algorithm problem
215,4/7/2017 10:57,HW5,5,Needed help fixing minor syntax errors
260,4/7/2017 11:00,HW5,2,Traversing a 2d list
292,4/7/2017 11:01,HW5,3,Needed help with checkCommonEndings()
143,4/7/2017 11:02,HW5,5,Travsering a 2d list
296,4/7/2017 11:14,HW3,4,Needed further help with string indexing/slicing.
331,4/7/2017 11:22,LAB8,4,traversing a 2d list
215,4/7/2017 11:45,HW5,5,while loop order of execution
292,4/7/2017 11:53,HW5,5,while loop structure for checkCommonEndings
173,4/7/2017 11:53,HW5,2,Needed further explaination of how function return worked.
151,4/7/2017 14:03,HW5,3,help visualizing the 2D list for part 3
297,4/7/2017 14:03,HW5,4,help with isSameEnd
262,4/7/2017 14:03,HW5,4,syntax in part 2 and starting part 3
184,4/7/2017 14:03,HW5,3,not returning properly
106,4/7/2017 14:13,HW5,2,understanding how functions interact
174,4/7/2017 14:14,HW5,2,help with indexing a double lists
135,4/7/2017 14:15,HW5,3,starting part3
143,4/7/2017 14:20,HW5,5,help debugging
306,4/7/2017 14:21,HW5,5,help choosing functions for part 3
169,4/7/2017 14:22,HW2,5,simplifying isProperName
296,4/7/2017 14:30,HW5,5,syntax error above line that was being funky
174,4/7/2017 14:31,HW5,2,syntax for 2D lists
151,4/7/2017 14:34,HW5,3,Printing out the Grocery list 
297,4/7/2017 14:39,HW5,3,isSameEnd in loop
